source,language,package,function,n_calls,n_deposits
zenodo,python,scipy,stats.norm,2,1
zenodo,python,numpy,asanyarray,2,1
zenodo,python,numpy,hsplit,2,1
zenodo,stata,tabexport,tabexport,2,1
zenodo,r,htmltools,HTML,2,1
zenodo,stata,mipolate,stripolate,2,1
zenodo,stata,sxpose2,sxpose2,2,1
zenodo,r,purrr,cross,2,1
zenodo,stata,inlist2,inlist2,2,1
zenodo,stata,sdecode,sdecode,2,1
zenodo,python,jacobian,jac,2,1
zenodo,python,vcv,covmat,2,1
zenodo,stata,xtgraph,xtgraph,2,1
zenodo,python,contracting,PersonType,2,1
zenodo,python,contracting,add_fill_variables,2,1
zenodo,python,contracting,Fill,2,1
zenodo,python,contracting,add_drug_variables,2,1
zenodo,python,contracting,structure_fills,2,1
zenodo,python,contracting,params_to_theta,2,1
zenodo,python,contracting,build_person_types,2,1
zenodo,python,contracting,compute_probabilities,2,1
zenodo,python,contracting,theta_to_series,2,1
zenodo,python,jax,scipy.special.expit,2,1
zenodo,python,Pillow,Image.open,2,1
zenodo,stata,gtools,gtop,2,1
zenodo,r,staggered,staggered_sa,2,1
zenodo,r,bigrquery,bigquery,2,1
zenodo,python,simpledbf,Dbf5,2,1
zenodo,python,mlxtend,plot_confusion_matrix,2,1
zenodo,python,functions,bin_search,2,1
zenodo,python,simulation,simulate,2,1
zenodo,python,functions,discrete_draw_matrix,2,1
zenodo,python,functions,set_up_x0,2,1
zenodo,python,functions,rescale_W,2,1
zenodo,python,functions,map_box_to_unbounded,2,1
zenodo,python,mapclassify,EqualInterval,2,1
zenodo,python,mapclassify,BoxPlot,2,1
zenodo,python,mapclassify,FisherJenks,2,1
zenodo,python,mapclassify,FisherJenksSampled,2,1
zenodo,python,mapclassify,HeadTailBreaks,2,1
zenodo,python,mapclassify,JenksCaspall,2,1
zenodo,python,mapclassify,JenksCaspallForced,2,1
zenodo,python,mapclassify,JenksCaspallSampled,2,1
zenodo,python,mapclassify,KClassifiers,2,1
zenodo,python,mapclassify,Percentiles,2,1
zenodo,python,mapclassify,UserDefined,2,1
zenodo,python,geoplot,choropleth,2,1
zenodo,python,dask,delayed,2,1
zenodo,stata,postrcspline,adjustrcspline,2,1
zenodo,python,numpy,matrix.cumsum,2,1
zenodo,python,numpy,matrix.sum,2,1
zenodo,stata,testjfe,testjfe,2,1
zenodo,python,pexpect,spawn,2,1
zenodo,python,chess,syzygy.open_tablebase,2,1
zenodo,python,utilities,load_vals_berkeley,2,1
zenodo,python,utilities,load_vals_bus,2,1
zenodo,python,purpleair,PurpleAir,2,1
zenodo,python,python-dateutil,tz,2,1
zenodo,python,matlab,engine.start_matlab,2,1
zenodo,python,matlab,double,2,1
zenodo,stata,sicff,sicff,2,1
zenodo,python,statsmodels,load,2,1
zenodo,python,scikit-image,MCP_Geometric,2,1
zenodo,r,DescTools,RoundTo,2,1
zenodo,python,scipy,iqr,2,1
zenodo,python,numpy,promote_types,2,1
zenodo,python,pandas,CategoricalDtype,2,1
zenodo,python,dlib,global_function_search,2,1
zenodo,python,numba,void,2,1
zenodo,python,scipy,stats.qmc.Sobol,2,1
zenodo,python,scipy,spatial.cKDTree,2,1
zenodo,python,numpy,printoptions,2,1
zenodo,python,jax,ops.segment_max,2,1
zenodo,python,jax,scipy.stats.norm.ppf,2,1
zenodo,python,jax,lax.cond,2,1
zenodo,python,numpy,fft.fftfreq,2,1
zenodo,python,numpy,fft.ihfft,2,1
zenodo,python,scipy,signal.fftconvolve,2,1
zenodo,python,jax,interp,2,1
zenodo,python,psutil,cpu_count,2,1
zenodo,stata,betacoef,betacoef,2,1
zenodo,python,jax,random.split,2,1
zenodo,python,main-functions,S_L,2,1
zenodo,python,main-functions,D_L,2,1
zenodo,python,main-functions,Amenity_supply_exo,2,1
zenodo,python,main-functions,static_utility,2,1
zenodo,python,main-functions,D_S,2,1
zenodo,python,jax,matmul,2,1
zenodo,python,jax,kron,2,1
zenodo,python,jax,lax.map,2,1
zenodo,python,jax,multiply,2,1
zenodo,python,jax,minimum,2,1
zenodo,python,scikit-learn,NearestNeighbors,2,1
zenodo,stata,psmatch2,psgraph,2,1
zenodo,python,lit,formats.ShTest,2,1
zenodo,python,jupyter-client,main,2,1
zenodo,python,xlrd,colname,2,1
zenodo,python,jupyter-core,jupyter_data_dir,2,1
zenodo,stata,filei,filei,2,1
zenodo,r,recipes,step_dummy,2,1
zenodo,r,sf,as_Spatial,2,1
zenodo,r,ECOSolveR,ecos.control,2,1
zenodo,r,ECOSolveR,ECOS_csolve,2,1
zenodo,r,scs,scs,2,1
zenodo,python,DoubleML,DoubleMLClusterData,2,1
zenodo,python,DoubleML,DoubleMLPLR,2,1
zenodo,stata,twostep,twostep,2,1
zenodo,python,encode,fuzzy_soundex,2,1
zenodo,python,myMath,permute,2,1
zenodo,python,encode,phonix_transform,2,1
zenodo,python,auxiliary,str_vector,2,1
zenodo,python,classification,FellegiSunter,2,1
zenodo,python,classification,OptimalThreshold,2,1
zenodo,python,classification,KMeans,2,1
zenodo,python,classification,FarthestFirst,2,1
zenodo,python,classification,SuppVecMachine,2,1
zenodo,python,classification,TwoStep,2,1
zenodo,python,classification,TAILOR,2,1
zenodo,python,classification,get_true_matches_nonmatches,2,1
zenodo,python,dataset,DataSetMemory,2,1
zenodo,python,dataset,DataSetShelve,2,1
zenodo,python,lookup,TagLookupTable,2,1
zenodo,python,lookup,FrequencyLookupTable,2,1
zenodo,python,lookup,GeocodeLookupTable,2,1
zenodo,python,SimpleHMM,hmm,2,1
zenodo,python,h3,H3,2,1
zenodo,stata,bacondecomp,bacon,2,1
zenodo,r,igraph,as_data_frame,2,1
zenodo,python,utils,extract_nested_dict,2,1
zenodo,python,utils,extract_dict,2,1
zenodo,python,utils,demean,2,1
zenodo,python,tables,mpctable,2,1
zenodo,python,matplotlib,DateFormatter,2,1
zenodo,python,jacobian,pack_vectors,2,1
zenodo,python,tensorflow,Tokenizer,2,1
zenodo,python,tensorflow,Dense,2,1
zenodo,python,tensorflow,Embedding,2,1
zenodo,python,tensorflow,LSTM,2,1
zenodo,python,tensorflow,SpatialDropout1D,2,1
zenodo,python,keras,Sequential,2,1
zenodo,python,keras,Embedding,2,1
zenodo,python,keras,Conv1D,2,1
zenodo,python,keras,GlobalMaxPooling1D,2,1
zenodo,python,keras,Dense,2,1
zenodo,python,keras,Dropout,2,1
zenodo,python,tensorflow,Sequential,2,1
zenodo,python,scikit-learn,NearestCentroid,2,1
zenodo,stata,extreme,extreme,2,1
zenodo,python,scikit-learn,RepeatedKFold,2,1
zenodo,python,matplotlib,Blues,2,1
zenodo,python,matplotlib,OrRd,2,1
zenodo,python,scipy,vstack,2,1
zenodo,stata,lassopack,cvlassologit,2,1
zenodo,python,networkx,density,2,1
zenodo,r,scales,label_number,2,1
zenodo,python,requests,utils.quote,2,1
zenodo,r,sf,st_intersects,2,1
zenodo,r,broom,augment,2,1
zenodo,r,tidyr,unnest,2,1
zenodo,r,raster,crs,2,1
zenodo,r,googlesheets4,gs4_browse,2,1
zenodo,r,dplyr,top_n,2,1
zenodo,r,googlesheets4,write_sheet,2,1
zenodo,r,stringi,stri_trans_general,2,1
zenodo,r,viridisLite,viridis,2,1
zenodo,r,tmap,tmap_arrange,2,1
zenodo,r,tmap,tmap_save,2,1
zenodo,r,ggplot2,geom_smooth,2,1
zenodo,r,raster,stack,2,1
zenodo,r,raster,as.factor,2,1
zenodo,r,ggplot2,cut_number,2,1
zenodo,r,sf,sf.colors,2,1
zenodo,stata,xmiss,xmiss,2,1
zenodo,python,sympy,x,2,1
zenodo,python,sympy,y,2,1
zenodo,python,plotnine,ylab,2,1
zenodo,python,plotnine,xlab,2,1
zenodo,python,lpdensity,lpbwdensity,2,1
zenodo,stata,lpdensity,lpbwdensity,2,1
zenodo,python,scipy,binomtest,2,1
zenodo,python,rddensity,rdplotdensity,2,1
zenodo,python,rdrobust,rdplot,2,1
zenodo,python,rdrobust,rdbwselect,2,1
zenodo,stata,twfe,twfe,2,1
zenodo,stata,readreplace,readreplace,2,1
zenodo,stata,aaplot,aaplot,2,1
zenodo,r,car,linearHypothesis,2,1
zenodo,r,boot,boot,2,1
zenodo,r,pbivnorm,pbivnorm,2,1
zenodo,stata,qpfit,psm,2,1
zenodo,r,wildrwolf,rwolf,2,1
zenodo,stata,fuzzydid,fuzzydid,2,1
zenodo,r,dplyr,slice_max,2,1
zenodo,python,constants,B4,2,1
zenodo,python,pandas,Grouper,2,1
zenodo,python,networkx,draw_spring,2,1
zenodo,python,packaging,parse,2,1
zenodo,python,numba,__version__,2,1
zenodo,python,numba,Array,2,1
zenodo,python,numba,UniTuple,2,1
zenodo,python,numba,NoneType,2,1
zenodo,python,src,source_to_function,2,1
zenodo,python,interpolation,mlinspace,2,1
zenodo,python,src,eval_spline,2,1
zenodo,python,src,eval_linear,2,1
zenodo,python,src,functions,2,1
zenodo,r,grf,ll_regression_forest,2,1
zenodo,stata,bspline,frencurv,2,1
zenodo,stata,ivhettest,ivhettest,2,1
zenodo,stata,xtcsd,xtcsd,2,1
zenodo,python,isounidecode,unidecode,2,1
zenodo,python,cldfbench,get_dataset,2,1
zenodo,python,masterpy,figures,2,1
zenodo,python,masterpy,output,2,1
zenodo,stata,hdquantile,hdquantile,2,1
zenodo,stata,xtavplot,xtavplot,2,1
zenodo,python,matplotlib,AutoDateLocator,2,1
zenodo,python,matplotlib,ConciseDateFormatter,2,1
zenodo,r,nnet,nnet,2,1
zenodo,python,python-igraph,Graph.from_networkx,2,1
zenodo,python,networkx,compose,2,1
zenodo,python,parameters,policy_bounds_hard,2,1
zenodo,python,parameters,writer.as_default,2,1
zenodo,python,horovod,broadcast_variables,2,1
zenodo,python,tensorflow,keras.backend.set_learning_phase,2,1
zenodo,python,tensorflow,timestamp,2,1
zenodo,python,parameters,starting_state.assign,2,1
zenodo,python,tensorflow,config.experimental.list_physical_devices,2,1
zenodo,python,tensorflow,keras.layers.Dense,2,1
zenodo,python,tensorflow,keras.initializers.VarianceScaling,2,1
zenodo,python,tensorflow,zeros,2,1
zenodo,python,definitions,MLFeqplus,2,1
zenodo,python,Shapely,prep,2,1
zenodo,python,Cartopy,Mercator,2,1
zenodo,python,Cartopy,Miller,2,1
zenodo,python,Cartopy,Mollweide,2,1
zenodo,python,Cartopy,Robinson,2,1
zenodo,python,Cartopy,InterruptedGoodeHomolosine,2,1
zenodo,python,Cartopy,RotatedPole,2,1
zenodo,python,scipy,optimize.differential_evolution,2,1
zenodo,python,modelsettings,initialize_settings,2,1
zenodo,python,montecarlo,DGP,2,1
zenodo,python,numpy,RandomState,2,1
zenodo,python,numpy,float_power,2,1
zenodo,python,pyproj,CRS.from_string,2,1
zenodo,python,func,get_lum_paths,2,1
zenodo,python,func,get_luminosity_zs,2,1
zenodo,python,rasterio,band,2,1
zenodo,python,pyjarowinkler,get_jaro_distance,2,1
zenodo,python,nameparser,HumanName,2,1
zenodo,r,dplyr,mutate_all,2,1
zenodo,r,lubridate,hour,2,1
zenodo,r,lubridate,minute,2,1
zenodo,python,numpy,indices,2,1
zenodo,python,tensorflow,sigmoid,2,1
zenodo,python,tensorflow,keras.optimizers.schedules.ExponentialDecay,2,1
zenodo,python,tensorflow,keras.activations.relu,2,1
zenodo,python,tensorflow,maximum,2,1
zenodo,python,tensorflow,keras,2,1
zenodo,python,tensorflow,square,2,1
zenodo,python,tensorflow,config.experimental.enable_op_determinism,2,1
zenodo,python,tensorflow,config.experimental.get_memory_info,2,1
zenodo,python,util,upsert_table_columns,2,1
zenodo,python,iQual,evaluation,2,1
zenodo,python,iQual,utils,2,1
zenodo,python,utility,get_model_name,2,1
zenodo,python,config,NUM_BOOTSTRAP_RUNS,2,1
zenodo,python,iQual,iqualnlp,2,1
zenodo,python,config,TEXT_COLUMNS,2,1
zenodo,python,config,CV_SEARCH_PARAMS,2,1
zenodo,python,config,CV_REFIT_SCORING_FUNCTION,2,1
zenodo,python,config,CV_SPLIT_MIN_POSITIVE_RATIO,2,1
zenodo,python,config,CV_SPLITS,2,1
zenodo,python,config,CV_METHOD,2,1
zenodo,python,config,Q_COL,2,1
zenodo,python,config,A_COL,2,1
zenodo,python,config,PREPROCESS_FUNCTIONS,2,1
zenodo,python,iQual,vectorizers,2,1
zenodo,python,config,sbert_models,2,1
zenodo,python,config,DICT_DIR,2,1
zenodo,python,utility,safe_count_outcomes,2,1
zenodo,python,utility,safe_f1_score,2,1
zenodo,python,source,PPPlotTruncNormVsEmpirical,2,1
zenodo,python,source,CalcSKDistTruncNorm,2,1
zenodo,python,source,get_MLE_estimates,2,1
zenodo,python,source,bootstrap_posterior_draws,2,1
zenodo,python,pymc,math.log,2,1
zenodo,python,pymc,math.maximum,2,1
zenodo,python,statsmodels,families.links.identity,2,1
zenodo,python,bertrand,SharedBaseSubsession,2,1
zenodo,python,bertrand,SharedBaseGroup,2,1
zenodo,python,bertrand,SharedBasePlayer,2,1
zenodo,python,src,check_single_market_agent_ic,2,1
zenodo,python,src,get_indices_close_to_optimal,2,1
zenodo,python,src,load_folder_files,2,1
zenodo,python,numba,List,2,1
zenodo,python,numba,Dict,2,1
zenodo,python,functions,estimate_nl,2,1
zenodo,python,functions,build_merger_ids,2,1
zenodo,python,functions,add_supply_estimates,2,1
zenodo,python,functions,compute_joint_equilibrium_alternative,2,1
zenodo,python,functions,compute_joint_equilibrium_bt,2,1
zenodo,python,functions,compute_shares,2,1
zenodo,python,functions,compute_delta_derivatives,2,1
zenodo,python,scipy,special.seterr,2,1
zenodo,python,matplotlib,figlegend,2,1
zenodo,r,ggplot2,ggname,2,1
zenodo,stata,fprank,fprank,2,1
zenodo,python,helper,load_stats,2,1
zenodo,python,helper,format_sumstats,2,1
zenodo,python,helper,composite_explainer,2,1
zenodo,python,helper,merge_bin_coef,2,1
zenodo,python,helper_functions,maskClouds,2,1
zenodo,python,ee,Filter.calendarRange,2,1
zenodo,python,ee,List.sequence,2,1
zenodo,r,ggplot2,scale_fill_gradient,2,1
zenodo,r,randomForest,importance,2,1
zenodo,r,gsynth,gsynth,2,1
zenodo,python,scipy,stats.ttest_rel,2,1
zenodo,python,scipy,stats.binom_test,2,1
zenodo,python,keras,models.Sequential,2,1
zenodo,python,keras,Input,2,1
zenodo,python,keras,initializers.GlorotUniform,2,1
zenodo,stata,num2words,num2words,2,1
zenodo,r,caret,dummyVars,2,1
zenodo,python,model,calibration,2,1
zenodo,python,model,equilibrium,2,1
zenodo,python,plotting,format_significance,2,1
zenodo,python,plotting,colors,2,1
zenodo,python,model,td,2,1
zenodo,python,model,jacobians,2,1
zenodo,python,model,path_intermediates,2,1
zenodo,python,model,walras_law,2,1
zenodo,python,model,interpolate_coord,2,1
zenodo,python,model,path_tables,2,1
zenodo,python,plotting,figure_paper,2,1
zenodo,python,plotting,path_graphs,2,1
zenodo,r,cli,cli_abort,2,1
zenodo,r,wooldridge,mroz,2,1
zenodo,r,dplyr,relocate,2,1
zenodo,r,dplyr,dense_rank,2,1
zenodo,r,coda,mcmc,2,1
zenodo,r,coda,effectiveSize,2,1
zenodo,r,mcmcse,mcse,2,1
zenodo,r,mcmcse,ess,2,1
zenodo,r,posterior,as_draws_matrix,2,1
zenodo,r,posterior,ess_bulk,2,1
zenodo,r,posterior,ess_tail,2,1
zenodo,r,posterior,rhat,2,1
zenodo,r,coda,geweke.diag,2,1
zenodo,r,coda,heidel.diag,2,1
zenodo,r,coda,raftery.diag,2,1
zenodo,r,posterior,as_draws_array,2,1
zenodo,r,bayesplot,mcmc_rhat,2,1
zenodo,r,purrr,map_chr,2,1
zenodo,r,scales,comma_format,2,1
zenodo,python,simulate,Simulate,2,1
zenodo,python,hark,MarkovConsumerType,2,1
zenodo,python,hark,MargValueFunc2D,2,1
zenodo,python,hark,AggShockConsumerType,2,1
zenodo,python,hark,BilinearInterp,2,1
zenodo,python,hark,VariableLowerBoundFunc2D,2,1
zenodo,python,hark,LinearInterpOnInterp1D,2,1
zenodo,python,hark,LowerEnvelope2D,2,1
zenodo,python,hark,UpperEnvelope,2,1
zenodo,python,hark,ConstantFunction,2,1
zenodo,python,hark,Market,2,1
zenodo,python,hark,distance_metric,2,1
zenodo,python,hark,Model,2,1
zenodo,python,hark,multi_thread_commands,2,1
zenodo,python,hark,get_percentiles,2,1
zenodo,python,hark,get_lorenz_shares,2,1
zenodo,python,numpy,ndarray.tolist,2,1
zenodo,r,collapse,funique.data.frame,2,1
zenodo,r,collapse,group,2,1
zenodo,r,rlang,is_integerish,2,1
zenodo,r,collapse,qM,2,1
zenodo,r,tibble,rowid_to_column,2,1
zenodo,python,numpy,minimum.accumulate,2,1
zenodo,python,jax,logaddexp,2,1
zenodo,python,matplotlib,ticker.FuncFormatter,2,1
zenodo,python,lib,puma_add_state_convert_to_str,2,1
zenodo,python,paths,FINAL_MODELLOCWAGE_FILEN,2,1
zenodo,python,lib,get_modellocation_wages,2,1
zenodo,r,raster,coordinates,2,1
zenodo,python,torch,CrossEntropyLoss,2,1
zenodo,r,knitr,current_input,2,1
zenodo,python,scipy,csc_matrix,2,1
zenodo,python,tmp,solve_two_step_gmm,2,1
zenodo,python,tmp,load_python_fs_start,2,1
zenodo,python,tmp,solve_alt_stage,2,1
zenodo,r,caret,createDataPartition,2,1
zenodo,stata,spkde,spkde,2,1
zenodo,r,haven,read_stata,2,1
zenodo,r,data.table,dcast,2,1
zenodo,r,ggpattern,geom_col_pattern,2,1
zenodo,r,ggplot2,scale_x_discrete,2,1
zenodo,r,callr,rscript,2,1
zenodo,python,scipy,sem,2,1
zenodo,r,gdistance,transition,2,1
zenodo,r,sp,SpatialPoints,2,1
zenodo,r,gdistance,shortestPath,2,1
zenodo,r,geosphere,lengthLine,2,1
zenodo,r,Rfast,rowprods,2,1
zenodo,python,numpy,add,2,1
zenodo,r,rstan,sampling,2,1
zenodo,r,bayesplot,mcmc_areas,2,1
zenodo,r,bayesplot,facet_text,2,1
zenodo,r,tibble,as_tibble_col,2,1
zenodo,python,scipy,stats.linregress,2,1
zenodo,stata,glcurve,glcurve,2,1
zenodo,r,renv,settings,2,1
zenodo,r,dplyr,rename_all,2,1
zenodo,r,ggplot2,geom_sf,2,1
zenodo,r,ggplot2,coord_sf,2,1
zenodo,r,ggplot2,geom_bar,2,1
zenodo,r,ggplot2,geom_polygon,2,1
zenodo,r,ggforce,geom_mark_circle,2,1
zenodo,r,ggplot2,coord_polar,2,1
zenodo,r,ggplot2,scale_fill_gradientn,2,1
zenodo,r,ggplot2,guide_colorsteps,2,1
zenodo,r,forcats,fct_inorder,2,1
zenodo,r,dplyr,tbl,2,1
zenodo,r,dplyr,last,2,1
zenodo,r,dplyr,group_cols,2,1
zenodo,r,dplyr,slice_min,2,1
zenodo,r,dplyr,mcase_when,2,1
zenodo,r,tidyselect,matches,2,1
zenodo,r,collapse,fmin,2,1
zenodo,r,collapse,fmax,2,1
zenodo,r,DescTools,Winsorize,2,1
zenodo,python,otree,Bot,2,1
zenodo,stata,trimmean,trimmean,2,1
zenodo,r,nloptr,nloptr,2,1
zenodo,python,optax,adam,2,1
zenodo,python,jax,unique,2,1
zenodo,python,jax,allclose,2,1
zenodo,python,jax,triangular,2,1
zenodo,python,jax,argmax,2,1
zenodo,python,jax,logical_and,2,1
zenodo,python,jax,sort,2,1
zenodo,stata,tabplot,tabplot,2,1
zenodo,python,torch,argmin,2,1
zenodo,python,torch,std,2,1
zenodo,python,torch,cholesky_solve,2,1
zenodo,python,torch,tensordot,2,1
zenodo,python,torch,diagonal,2,1
zenodo,python,torch,equal,2,1
zenodo,python,torch,all,2,1
zenodo,python,cyipopt,Problem,2,1
zenodo,python,torch,multinomial,2,1
zenodo,python,torch,logical_and,2,1
zenodo,python,torch,index_select,2,1
zenodo,python,torch,repeat_interleave,2,1
zenodo,python,Hydra,utils.to_absolute_path,2,1
zenodo,python,Hydra,HydraConfig,2,1
zenodo,python,scikit-learn,RBF,2,1
zenodo,python,scikit-learn,ConstantKernel,2,1
zenodo,python,scipy,gaussian_filter,2,1
zenodo,python,nbclient,NotebookClient,2,1
zenodo,python,transformers,CLIPProcessor,2,1
zenodo,python,transformers,CLIPTokenizer,2,1
zenodo,stata,rddsga,rddsga,2,1
zenodo,python,folium,GeoJson,2,1
zenodo,stata,strkeep,strkeep,2,1
zenodo,python,torch,Dataset,2,1
zenodo,python,torch,jacobian,2,1
zenodo,python,torch,hessian,2,1
zenodo,python,torch,flatten,2,1
zenodo,python,torch,triu,2,1
zenodo,python,torch,einsum,2,1
zenodo,python,torch,linalg.inv,2,1
zenodo,python,torch,linalg.det,2,1
zenodo,python,torch,linalg.pinv,2,1
zenodo,python,numpy,default_rng,2,1
zenodo,python,scipy,curve_fit,2,1
zenodo,python,contourpy,FillType,2,1
zenodo,python,contourpy,LineType,2,1
zenodo,python,core,fit_stage_two,2,1
zenodo,python,numpy,linalg.LinAlgError,2,1
zenodo,python,core,fit_ols_with_hac,2,1
zenodo,r,conflicted,conflict_prefer,2,1
zenodo,r,scales,label_wrap,2,1
zenodo,r,forcats,fct_drop,2,1
zenodo,r,owdbr,uflist,2,1
zenodo,python,pyreadstat,write_dta,2,1
zenodo,python,numpy,assert_equal,2,1
zenodo,python,preamble,DATA_WORK_DIR,2,1
zenodo,python,pyarrow,SetLookupOptions,2,1
zenodo,python,pyarrow,array,2,1
zenodo,python,pyarrow,int32,2,1
zenodo,python,pyarrow,is_in,2,1
zenodo,r,httr,status_code,2,1
zenodo,python,torch,T,2,1
zenodo,python,torch,Laplace,2,1
zenodo,python,torch,Uniform,2,1
zenodo,python,torch,Bernoulli,2,1
zenodo,python,torch,nn.Linear,2,1
zenodo,python,torch,nn.init.normal_,2,1
zenodo,python,torchvision,CIFAR10,2,1
zenodo,python,torch,nn.Flatten,2,1
zenodo,r,urca,cajorls,2,1
zenodo,r,vars,serial.test,2,1
zenodo,python,scikit-learn,normalize,2,1
zenodo,python,scikit-learn,AgglomerativeClustering,2,1
zenodo,python,pandas,value_counts,2,1
zenodo,python,scikit-learn,shuffle,2,1
zenodo,python,scipy,mmwrite,2,1
zenodo,python,config,OUTPUT_DIR,2,1
zenodo,python,torch,backends.mps.is_available,2,1
zenodo,python,scikit-learn,EmpiricalCovariance,2,1
zenodo,python,torch,Adam,2,1
zenodo,python,torch,LongTensor,2,1
zenodo,r,listviewer,jsonedit,2,1
zenodo,r,survival,Surv,2,1
zenodo,python,voronoi,buffer_on_globe,2,1
zenodo,python,utils,load_geojson_to_gdf,2,1
zenodo,python,utils,len_on_glob,2,1
zenodo,python,Shapely,is_empty,2,1
zenodo,python,Shapely,get_coordinates,2,1
zenodo,python,Shapely,from_geojson,2,1
zenodo,python,Shapely,to_geojson,2,1
zenodo,python,Shapely,get_parts,2,1
zenodo,python,mpmath,mp,2,1
zenodo,python,topojson,Topology,2,1
zenodo,python,Shapely,get_x,2,1
zenodo,python,Shapely,get_y,2,1
zenodo,python,Shapely,ops.transform,2,1
zenodo,r,rprojroot,find_rstudio_root_file,2,1
zenodo,python,mw,MW,2,1
zenodo,r,gtable,rbind_gtable,2,1
zenodo,python,autodiff,DoJac,2,1
zenodo,python,eds,GetGrid,2,1
zenodo,r,rmarkdown,metadata,2,1
zenodo,python,model,Params,2,1
zenodo,stata,progres,progres,2,1
zenodo,python,util,convert_dta,2,1
zenodo,python,util,save_reg,2,1
zenodo,python,util,load_reg,2,1
zenodo,python,util,save_graph,2,1
zenodo,python,util,regf,2,1
zenodo,python,util,statadir,2,1
zenodo,python,util,estimation_dir,2,1
zenodo,python,util,labels,2,1
zenodo,python,util,ysgroups,2,1
zenodo,python,util,yslcolors,2,1
zenodo,python,util,ysmarkers,2,1
zenodo,python,util,yslegend,2,1
zenodo,stata,robbox,robbox,2,1
zenodo,python,firstpass,process_housing_chunk,2,1
zenodo,python,firstpass,process_person_chunk,2,1
zenodo,python,spacy,displacy,2,1
zenodo,python,spacy,ORTH,2,1
zenodo,python,otree,db.models.LongStringField,2,1
zenodo,python,numpy,add.outer,2,1
zenodo,stata,insheetjson,insheetjson,2,1
zenodo,stata,semipar,semipar,2,1
zenodo,stata,levpredict,levpredict,2,1
zenodo,python,hyphen,config,2,1
zenodo,python,hyphen,save_dict_info,2,1
zenodo,stata,sdmxuse,sdmxuse,2,1
zenodo,stata,outreg2,seeout,2,1
zenodo,stata,rcsgen,rcsgen,2,1
zenodo,stata,ldtest,ldtest,2,1
zenodo,python,six,Checkbutton,2,1
zenodo,python,six,showerror,2,1
zenodo,python,six,askopenfilename,2,1
zenodo,python,nltk,ColorizedList,2,1
zenodo,python,nltk,SymbolWidget,2,1
zenodo,python,nltk,conll2000,2,1
zenodo,python,six,queue,2,1
zenodo,python,six,END,2,1
zenodo,python,six,LEFT,2,1
zenodo,python,six,OptionMenu,2,1
zenodo,python,six,SUNKEN,2,1
zenodo,python,nltk,alpino,2,1
zenodo,python,nltk,mac_morpho,2,1
zenodo,python,nltk,webtext,2,1
zenodo,python,nltk,AbstractChartRule,2,1
zenodo,python,nltk,FunctionalCategory,2,1
zenodo,python,nltk,MaxentClassifier,2,1
zenodo,python,nltk,ChunkParserI,2,1
zenodo,python,nltk,words,2,1
zenodo,python,nltk,MLEProbDist,2,1
zenodo,python,nltk,binary_names_demo_features,2,1
zenodo,python,nltk,ELEProbDist,2,1
zenodo,python,nltk,MaxentClassifier.train,2,1
zenodo,python,nltk,classify.util.log_likelihood,2,1
zenodo,python,nltk,names,2,1
zenodo,python,nltk,ranks_from_scores,2,1
zenodo,python,nltk,spearman_correlation,2,1
zenodo,python,nltk,ElementTree,2,1
zenodo,python,nltk,BracketParseCorpusReader,2,1
zenodo,python,nltk,AbstractLazySequence,2,1
zenodo,python,nltk,find_corpus_fileids,2,1
zenodo,python,nltk,TaggedCorpusReader,2,1
zenodo,python,nltk,data.LazyLoader,2,1
zenodo,python,six,urlopen,2,1
zenodo,python,nltk,sem.read_logic,2,1
zenodo,python,nltk,LogicalExpressionException,2,1
zenodo,python,nltk,FeatStruct,2,1
zenodo,python,nltk,TYPE,2,1
zenodo,python,nltk,treetransforms,2,1
zenodo,python,nltk,pchart,2,1
zenodo,python,nltk,DrtGlue,2,1
zenodo,python,nltk,Prover9Command,2,1
zenodo,python,nltk,BooleanExpression,2,1
zenodo,python,nltk,internals.find_binary,2,1
zenodo,python,nltk,skolemize,2,1
zenodo,python,nltk,FunctionVariableExpression,2,1
zenodo,python,nltk,is_nonterminal,2,1
zenodo,python,nltk,is_terminal,2,1
zenodo,python,nltk,find_jar_iter,2,1
zenodo,python,requests,compat.urljoin,2,1
zenodo,python,nltk,EmptyPredictRule,2,1
zenodo,python,nltk,CachedTopDownPredictRule,2,1
zenodo,python,nltk,FeatureChart,2,1
zenodo,python,nltk,logic,2,1
zenodo,python,nltk,FeatStructNonterminal,2,1
zenodo,python,nltk,find_jars_within_path,2,1
zenodo,python,nltk,conll_data2,2,1
zenodo,python,nltk,DependencyGrammar,2,1
zenodo,python,nltk,tokenize,2,1
zenodo,python,nltk,parse,2,1
zenodo,python,six,itervalues,2,1
zenodo,python,nltk,DrtVariableExpression,2,1
zenodo,python,nltk,APP,2,1
zenodo,python,nltk,UnigramTagger,2,1
zenodo,python,nltk,Trie,2,1
zenodo,python,six,html_entities,2,1
zenodo,python,nltk,conll2002,2,1
zenodo,python,nltk,precision,2,1
zenodo,python,nltk,recall,2,1
zenodo,python,nltk,untag,2,1
zenodo,python,nltk,Feature,2,1
zenodo,python,nltk,Template,2,1
zenodo,python,nltk,LidstoneProbDist,2,1
zenodo,python,numpy,fromiter,2,1
zenodo,python,nltk,Senna,2,1
zenodo,python,nose,Doctest,2,1
zenodo,python,nltk,Fraction,2,1
zenodo,python,nltk,IBMModel1,2,1
