source,language,package,function,n_calls,n_deposits
zenodo,python,nltk,IBMModel2,2,1
zenodo,python,nltk,IBMModel3,2,1
zenodo,python,pyparsing,QuotedString,2,1
zenodo,python,pyparsing,Word,2,1
zenodo,python,pyparsing,Combine,2,1
zenodo,python,nltk,string_span_tokenize,2,1
zenodo,python,nltk,regexp_span_tokenize,2,1
zenodo,python,nltk,StringIO,2,1
zenodo,python,nltk,everygrams,2,1
zenodo,python,nltk,longest_target_sentence_length,2,1
zenodo,python,nltk,credsfromfile,2,1
zenodo,python,twython,Twython,2,1
zenodo,python,pandas,BMonthEnd,2,1
zenodo,python,numpy,randn,2,1
zenodo,python,pandas,assert_frame_equal,2,1
zenodo,python,pandas,rands,2,1
zenodo,python,pandas,LongPanel,2,1
zenodo,python,pandas,makeWidePanel,2,1
zenodo,python,pandas,add_nans,2,1
zenodo,python,common,BaseTest,2,1
zenodo,python,pattern,Graph,2,1
zenodo,python,pattern,WEIGHT,2,1
zenodo,python,pattern,CENTRALITY,2,1
zenodo,python,pattern,DEGREE,2,1
zenodo,python,pattern,DEFAULT,2,1
zenodo,python,pattern,App,2,1
zenodo,python,CherryPy,copykeys,2,1
zenodo,python,CherryPy,xmlrpcutil,2,1
zenodo,python,CherryPy,_cperror,2,1
zenodo,python,CherryPy,serving.request.wsgi_environ.get,2,1
zenodo,python,mod_python,apache,2,1
zenodo,python,CherryPy,config.update,2,1
zenodo,python,CherryPy,tree.script_name,2,1
zenodo,python,CherryPy,_cpconfig,2,1
zenodo,python,CherryPy,file_generator,2,1
zenodo,python,CherryPy,_cpwsgi,2,1
zenodo,python,CherryPy,base64_decode,2,1
zenodo,python,CherryPy,parse_http_list,2,1
zenodo,python,CherryPy,parse_keqv_list,2,1
zenodo,python,CherryPy,sorted,2,1
zenodo,python,coverage,coverage,2,1
zenodo,python,CherryPy,NotFound,2,1
zenodo,python,pywin32,SetConsoleCtrlHandler,2,1
zenodo,python,pywin32,GetLastError,2,1
zenodo,python,CherryPy,process,2,1
zenodo,python,utils,nunpack,2,1
zenodo,python,utils,mult_matrix,2,1
zenodo,r,HonestDiD,basisVector,2,1
zenodo,r,HonestDiD,createSensitivityResults_relativeMagnitudes,2,1
zenodo,r,purrr,map2_dbl,2,1
zenodo,r,intervals,interval_intersection,2,1
zenodo,r,intervals,Intervals,2,1
zenodo,r,HonestDiD,.compute_least_favorable_cv,2,1
zenodo,r,HonestDiD,.APR_computeCI_NoNuis,2,1
zenodo,r,HonestDiD,.ARP_computeCI,2,1
zenodo,stata,filesearch,filesearch,2,1
zenodo,stata,rpme,rpme,2,1
zenodo,stata,hamiltonfilter,hamiltonfilter,2,1
zenodo,r,matrixStats,rowVars,2,1
zenodo,python,matplotlib,date2num,2,1
zenodo,stata,ranktest,ranktest,2,1
zenodo,stata,hplogit,hplogit,2,1
zenodo,python,matplotlib,suptitle,2,1
zenodo,python,tikzplotlib,clean_figure,2,1
zenodo,python,tikzplotlib,save,2,1
zenodo,stata,fs,folders,2,1
zenodo,r,devtools,use_data,2,1
dataverse,python,Shapely,mapping,2,1
dataverse,python,shape,Shape,2,1
dataverse,python,shape,finder,2,1
dataverse,python,statsmodels,ArmaProcess,2,1
dataverse,python,PyYAML,safe_dump,2,1
dataverse,r,ggfortify,geom_confint,2,1
dataverse,python,flows,hh_supply_sticky,2,1
dataverse,r,geosphere,distHaversine,2,1
dataverse,python,sentence-transformers,CESoftmaxAccuracyEvaluator,2,1
dataverse,r,lavaan,parameterEstimates,2,1
dataverse,r,cowplot,panel_border,2,1
dataverse,r,scales,label_log,2,1
dataverse,python,tqdm,tqdm_pandas,2,1
dataverse,python,jellyfish,match_rating_comparison,2,1
dataverse,python,jellyfish,nysiis,2,1
dataverse,python,lib,index_from_json_filename,2,1
dataverse,python,dateparser,parse,2,1
dataverse,python,config,FeatureMix,2,1
dataverse,python,log,setup,2,1
dataverse,python,lib,jcat,2,1
dataverse,python,lib,lift_mask,2,1
dataverse,python,lib,get_mask_from_csv,2,1
dataverse,python,lib,df,2,1
dataverse,python,lib,infer_featuremix,2,1
dataverse,python,lib,merge_dataframes,2,1
dataverse,python,lib,bootstrap,2,1
dataverse,python,lib,svm_feature_names,2,1
dataverse,r,vegan,diversity,2,1
dataverse,stata,oddsrisk,oddsrisk,2,1
dataverse,stata,hprescott,hprescott8,2,1
dataverse,stata,try,Try,2,1
dataverse,stata,tmap,tmap,2,1
dataverse,stata,whitetst,whitetst,2,1
dataverse,python,scikit-learn,metrics.classification_report,2,1
dataverse,stata,f_able,f_rcspline,2,1
dataverse,stata,f_able,f_able,2,1
dataverse,r,purrr,map2_int,2,1
dataverse,r,dplyr,recode_values,2,1
dataverse,r,sp,spDists,2,1
dataverse,r,tmap,tm_shape,2,1
dataverse,r,tmap,tm_polygons,2,1
dataverse,r,tmap,tm_layout,2,1
dataverse,r,tmap,tm_legend,2,1
dataverse,python,osmnx,bearing.plot_orientation,2,1
dataverse,python,osmnx,consolidate_intersections,2,1
dataverse,stata,eofplot,eofplot,2,1
dataverse,python,pyvis,network,2,1
dataverse,python,imblearn,RandomOverSampler,2,1
dataverse,python,utils,tokenize_into_sentences,2,1
dataverse,python,utils,filter_sentences,2,1
dataverse,python,utils,UsedRoles,2,1
dataverse,r,reshape2,add_margins,2,1
dataverse,r,ggplot2,eval_facets,2,1
dataverse,r,plyr,unrowname,2,1
dataverse,r,ggplot2,df.grid,2,1
dataverse,r,ggplot2,var_list,2,1
dataverse,r,ggplot2,unique_combs,2,1
dataverse,python,tensorflow,keras.optimizers.legacy.Adam,2,1
dataverse,stata,xtdcce2,xtdcce2,2,1
dataverse,r,panelr,is_panel,2,1
dataverse,r,gridExtra,gtable_rbind,2,1
dataverse,r,RefManageR,ReadBib,2,1
dataverse,r,RefManageR,Citet,2,1
dataverse,r,webshot,find_phantom,2,1
dataverse,r,callr,process,2,1
dataverse,r,WRS2,trimse,2,1
dataverse,r,tigris,geo_join,2,1
dataverse,r,splm,impacts,2,1
dataverse,r,lubridate,ym,2,1
dataverse,r,sensemakr,partial_r2.numeric,2,1
dataverse,python,scipy,ward,2,1
dataverse,stata,mif2dta,mif2dta,2,1
dataverse,python,Haiku,LayerNorm,2,1
dataverse,python,jax,sin,2,1
dataverse,python,jax,cos,2,1
dataverse,python,config,iterations_per_epoch,2,1
dataverse,python,MLecon,Ito,2,1
dataverse,python,MLecon,sample_simplex,2,1
dataverse,python,config,lr,2,1
dataverse,python,jax,square,2,1
dataverse,python,jax,nn.sigmoid,2,1
dataverse,python,jax,argmax,2,1
dataverse,python,jax,nn.softplus,2,1
dataverse,python,matplotlib,axline,2,1
dataverse,r,summarytools,define_keywords,2,1
dataverse,r,summarytools,dfSummary,2,1
dataverse,r,gtsummary,as_kable_extra,2,1
dataverse,r,maps,us.cities,2,1
dataverse,python,matplotlib-scalebar,ScaleBar,2,1
dataverse,python,rasterio,show,2,1
dataverse,r,vegan,cca,2,1
dataverse,r,binom,binom.bayes,2,1
dataverse,r,ggraph,label_rect,2,1
dataverse,stata,labutil,labdel,2,1
dataverse,r,glmglrt,summarylr,2,1
dataverse,r,rlang,quo,2,1
dataverse,r,redist,pop_tally,2,1
dataverse,r,ggrastr,rasterize,2,1
dataverse,r,geomander,get_dra,2,1
dataverse,r,geomander,estimate_down,2,1
dataverse,r,censable,match_abb,2,1
dataverse,r,scales,pal_brewer,2,1
dataverse,r,fixest,fepois,2,1
dataverse,r,jmv,ttestIS,2,1
dataverse,r,textreadr,read_docx,2,1
dataverse,r,pROC,multiclass.roc,2,1
dataverse,r,httr,config,2,1
dataverse,r,broman,myround,2,1
dataverse,r,monochromeR,generate_palette,2,1
dataverse,r,dplyr,group_by_if,2,1
dataverse,r,dplyr,filter_at,2,1
dataverse,stata,hhi5,hhi5,2,1
dataverse,r,ranger,importance,2,1
dataverse,python,pymnet,MultilayerNetwork,2,1
dataverse,python,pymnet,draw,2,1
dataverse,python,optuna,TrialPruned,2,1
dataverse,python,optuna,pruners.MedianPruner,2,1
dataverse,python,optuna,create_study,2,1
dataverse,python,helpers,format_nli_testset,2,1
dataverse,python,helpers,format_nli_trainset,2,1
dataverse,python,helpers,load_model_tokenizer,2,1
dataverse,python,helpers,tokenize_datasets,2,1
dataverse,python,helpers,set_train_args,2,1
dataverse,python,helpers,create_trainer,2,1
dataverse,python,helpers,compute_metrics_standard,2,1
dataverse,python,helpers,compute_metrics_nli_binary,2,1
dataverse,python,plotly,Bar,2,1
dataverse,python,detectron2,MMDetDetector,2,1
dataverse,python,detectron2,get_detection_dataset_dicts,2,1
dataverse,python,detectron2,StandardRPNHead,2,1
dataverse,python,detectron2,Res5ROIHeads,2,1
dataverse,python,detectron2,LastLevelMaxPool,2,1
dataverse,python,detectron2,RetinaNet,2,1
dataverse,python,detectron2,RetinaNetHead,2,1
dataverse,python,detectron2,NaiveSyncBatchNorm,2,1
dataverse,python,omegaconf,ListConfig,2,1
dataverse,python,PyYAML,unsafe_load,2,1
dataverse,python,cityscapesScripts,labels,2,1
dataverse,python,cityscapesScripts,name2label,2,1
dataverse,python,opencv-python,findContours,2,1
dataverse,python,pycocotools,area,2,1
dataverse,python,fvcore,CropTransform,2,1
dataverse,python,opencv-python,transform,2,1
dataverse,python,fvcore,get_bn_modules,2,1
dataverse,python,detectron2,TensorboardXWriter,2,1
dataverse,python,fvcore,Checkpointer,2,1
dataverse,python,fvcore,ParamScheduler,2,1
dataverse,python,fvcore,update_bn_stats,2,1
dataverse,python,detectron2,flatten_results_dict,2,1
dataverse,python,detectron2,LRMultiplier,2,1
dataverse,python,detectron2,EventWriter,2,1
dataverse,python,torch,cuda.max_memory_allocated,2,1
dataverse,python,detectron2,COCOeval_opt,2,1
dataverse,python,detectron2,_C,2,1
dataverse,python,detectron2,poolers,2,1
dataverse,python,detectron2,rpn,2,1
dataverse,python,onnx,load_from_string,2,1
dataverse,python,detectron2,keypoint_head,2,1
dataverse,python,torch,onnx.is_in_onnx_export,2,1
dataverse,python,torch,chunk,2,1
dataverse,python,torch,ops.detectron2.roi_align_rotated_forward,2,1
dataverse,python,timm,Mlp,2,1
dataverse,python,fairscale,checkpoint_wrapper,2,1
dataverse,python,detectron2,DeformConv,2,1
dataverse,python,detectron2,ModulatedDeformConv,2,1
dataverse,python,torch,roll,2,1
dataverse,python,fvcore,smooth_l1_loss,2,1
dataverse,python,detectron2,ciou_loss,2,1
dataverse,python,detectron2,diou_loss,2,1
dataverse,python,torch,unbind,2,1
dataverse,python,detectron2,convert_image_to_rgb,2,1
dataverse,python,fvcore,sigmoid_focal_loss_jit,2,1
dataverse,python,detectron2,CycleBatchNormList,2,1
dataverse,python,fvcore,CosineParamScheduler,2,1
dataverse,python,fvcore,StepWithFixedGammaParamScheduler,2,1
dataverse,python,torch,spawn,2,1
dataverse,python,torch,get_backend,2,1
dataverse,python,torch,gather_object,2,1
dataverse,python,torch,__version__.split,2,1
dataverse,python,iopath,PathHandler,2,1
dataverse,python,iopath,PathManager,2,1
dataverse,python,torch,jit.load,2,1
dataverse,python,torch,_reshape_helper,2,1
dataverse,python,torch,_get_tensor_sizes,2,1
dataverse,python,torch,_repeat_interleave_split_helper,2,1
dataverse,python,pycocotools,iou,2,1
dataverse,python,detectron2,DeformBottleneckBlock,2,1
dataverse,python,detectron2,ASPP,2,1
dataverse,python,torch,flip,2,1
dataverse,python,detectron2,worker_init_reset_seed,2,1
dataverse,python,av,open,2,1
dataverse,python,detectron2,maybe_add_gradient_clipping,2,1
dataverse,python,torch,Upsample,2,1
dataverse,python,detectron2,RandomRotation,2,1
dataverse,python,detectron2,RotationTransform,2,1
dataverse,python,detectron2,MViT,2,1
dataverse,python,detectron2,RandomCrop,2,1
dataverse,python,detectron2,ROI_MASK_HEAD_REGISTRY,2,1
dataverse,python,detectron2,point_sample,2,1
dataverse,python,detectron2,load_coco_json,2,1
dataverse,python,torch,gradcheck,2,1
dataverse,python,detectron2,FrozenBatchNorm2d,2,1
dataverse,python,detectron2,ToIterableDataset,2,1
dataverse,python,detectron2,Box2BoxTransformRotated,2,1
dataverse,python,detectron2,get_model_no_weights,2,1
dataverse,python,detectron2,patch_instances,2,1
dataverse,python,detectron2,build_proposal_generator,2,1
dataverse,python,detectron2,point_rend,2,1
dataverse,python,detectron2,assert_instances_allclose,2,1
dataverse,python,detectron2,convert_scripted_instances,2,1
dataverse,python,torch,optim.lr_scheduler.StepLR,2,1
dataverse,python,torch,_check_module_exists,2,1
dataverse,python,detectron2,Caffe2Tracer,2,1
dataverse,python,detectron2,STABLE_ONNX_OPSET_VERSION,2,1
dataverse,python,detectron2,skipIfOnCPUCI,2,1
dataverse,python,onnx,save,2,1
dataverse,python,detectron2,dump_torchscript_IR,2,1
dataverse,python,detectron2,AMPTrainer,2,1
dataverse,python,detectron2,PascalVOCDetectionEvaluator,2,1
dataverse,python,funcy,lmap,2,1
dataverse,python,funcy,lremove,2,1
dataverse,stata,sfpanel,sfpanel,2,1
dataverse,stata,variog,variog2,2,1
dataverse,r,rprojroot,has_dir,2,1
dataverse,python,iso639,to_iso639_1,2,1
dataverse,r,rstatix,cohens_d,2,1
dataverse,r,ggplot2,geom_linerange,2,1
dataverse,r,brms,rdirichlet,2,1
dataverse,python,org,PyStringMap,2,1
dataverse,python,test,missing_compiler_executable,2,1
dataverse,python,test,is_wasi,2,1
dataverse,python,test,TESTFN,2,1
dataverse,stata,labutil2,labrecode,2,1
dataverse,r,DAMisc,pre,2,1
dataverse,r,rms,cph,2,1
dataverse,r,newsmap,accuracy,2,1
dataverse,r,lpSolveAPI,make.lp,2,1
dataverse,r,lpSolveAPI,set.objfn,2,1
dataverse,r,lpSolveAPI,add.constraint,2,1
dataverse,r,lpSolveAPI,set.bounds,2,1
dataverse,r,lpSolveAPI,lp.control,2,1
dataverse,r,lpSolveAPI,solve.lpExtPtr,2,1
dataverse,r,lpSolveAPI,get.objective,2,1
dataverse,r,CVXR,solve,2,1
dataverse,r,dplyr,arrange_,2,1
dataverse,r,didimputation,did_imputation,2,1
dataverse,r,did2s,event_study,2,1
dataverse,python,ray,tune,2,1
dataverse,python,torch,set_num_threads,2,1
dataverse,python,ray,remote,2,1
dataverse,python,data-loading,read_data_single_file,2,1
dataverse,python,lightgbm,Booster,2,1
dataverse,python,shap,DeepExplainer,2,1
dataverse,r,ade4,acm.disjonctif,2,1
dataverse,python,dtale,show,2,1
dataverse,python,jsonfield,JSONField,2,1
dataverse,python,Django,ContentType,2,1
dataverse,python,Django,GenericRelation,2,1
dataverse,r,tidyr,unnest_wider,2,1
dataverse,python,supply,avg_SINR,2,1
dataverse,python,demand,DemandSystem,2,1
dataverse,python,supply,price_elast,2,1
dataverse,python,supply,bw_foc,2,1
dataverse,python,autograd,vstack,2,1
dataverse,python,autograd,isnan,2,1
dataverse,python,autograd,errstate,2,1
dataverse,python,demand,div_ratio,2,1
dataverse,python,supply,num_stations_deriv,2,1
dataverse,r,sjlabelled,drop_labels,2,1
dataverse,r,sjlabelled,label_to_colnames,2,1
dataverse,r,network,get.vertex.attribute,2,1
dataverse,python,transformers,CLIPProcessor,2,1
dataverse,python,transformers,CLIPModel,2,1
dataverse,python,inflator,Inflator,2,1
dataverse,python,torch,Adam,2,1
dataverse,python,torch,bmm,2,1
dataverse,python,torch,adaptive_avg_pool1d,2,1
dataverse,python,torch,adaptive_max_pool1d,2,1
dataverse,r,VGAM,erf,2,1
dataverse,python,tools4sci,simulate.newdata,2,1
dataverse,python,tidypolars4sci,from_pandas,2,1
dataverse,python,tidypolars4sci,read_data,2,1
dataverse,python,altair,Header,2,1
dataverse,python,tidypolars4sci,from_polars,2,1
dataverse,python,tools4sci,report.models2tab,2,1
dataverse,python,altair,Row,2,1
dataverse,r,geodist,geodist,2,1
dataverse,r,tokenizers,tokenize_word_stems,2,1
dataverse,r,linprog,solveLP,2,1
dataverse,python,bert-serving,BertClient,2,1
dataverse,python,bert-serving,get_args_parser,2,1
dataverse,python,bert-serving,BertServer,2,1
dataverse,python,networkx,node_link_data,2,1
dataverse,python,imblearn,BalancedBaggingClassifier,2,1
dataverse,r,peRspective,prsp_models,2,1
dataverse,r,plm,plmtest,2,1
dataverse,python,helper,average_char_decile,2,1
dataverse,python,helper,get_ior,2,1
dataverse,stata,psmatch2,density2,2,1
dataverse,r,memisc,recode,2,1
dataverse,python,pyhanlp,HanLP,2,1
dataverse,r,terra,mosaic,2,1
dataverse,stata,igenerate,igenerate,2,1
dataverse,r,timetk,ts_impute_vec,2,1
dataverse,r,rstanarm,posterior_epred,2,1
dataverse,r,syuzhet,get_sentiment,2,1
dataverse,r,colorRamps,matlab.like2,2,1
dataverse,r,rugarch,infocriteria,2,1
dataverse,python,visual,setting,2,1
dataverse,r,ggstance,geom_errorbarh,2,1
dataverse,python,pytwoway,fe_params,2,1
dataverse,python,bipartitepandas,clean_params,2,1
dataverse,python,bipartitepandas,BipartiteDataFrame,2,1
dataverse,python,pytwoway,FEEstimator,2,1
dataverse,stata,cjive,cjive,2,1
dataverse,python,scipy,exponnorm,2,1
dataverse,r,dbscan,kNNdistplot,2,1
dataverse,r,fpc,dbscan,2,1
dataverse,r,rpart.plot,internal.split.labs,2,1
dataverse,stata,group_twoway,group_twoway,2,1
dataverse,r,PointFore,estimate.functional,2,1
dataverse,r,XML,xmlTreeParse,2,1
dataverse,r,XML,getNodeSet,2,1
dataverse,r,XML,xmlValue,2,1
dataverse,python,matplotlib,lines,2,1
dataverse,python,util,sparklines,2,1
dataverse,r,pacman,p_install_version,2,1
dataverse,r,gridExtra,grid.table,2,1
dataverse,r,stringr,boundary,2,1
dataverse,python,directories,tbdir,2,1
dataverse,python,dask,maximum,2,1
dataverse,python,directories,OUTPATH,2,1
dataverse,r,car,compareCoefs,2,1
dataverse,r,tune,coord_obs_pred,2,1
dataverse,python,transformers,WEIGHTS_NAME,2,1
dataverse,python,tensorboardX,SummaryWriter,2,1
dataverse,python,apex,amp,2,1
dataverse,python,config,full_document_filename,2,1
dataverse,python,config,binary_train_filename,2,1
dataverse,python,config,binary_dev_filename,2,1
dataverse,python,config,binary_test_filename,2,1
dataverse,python,config,binary_label_key_filename,2,1
dataverse,python,config,multiway_train_filename,2,1
dataverse,python,config,multiway_dev_filename,2,1
dataverse,python,config,multiway_test_filename,2,1
dataverse,python,config,multiway_label_key_filename,2,1
dataverse,python,config,positive_sentence_filename,2,1
dataverse,python,config,problem_report_filename,2,1
dataverse,python,config,success_report_filename,2,1
dataverse,python,config,binary_positive_sentences_spot_checking_fname,2,1
dataverse,python,config,binary_negative_sentences_spot_checking_fname,2,1
dataverse,r,scales,breaks_pretty,2,1
dataverse,r,sna,event2dichot,2,1
dataverse,python,toolkit,interpolate_y,2,1
dataverse,python,toolkit,het,2,1
dataverse,python,toolkit,agrid,2,1
dataverse,python,toolkit,markov_rouwenhorst,2,1
dataverse,python,toolkit,broyden_solver,2,1
dataverse,python,toolkit,get_G,2,1
dataverse,python,toolkit,td_solve,2,1
dataverse,r,forecast,forecast,2,1
dataverse,python,src,make_dir,2,1
dataverse,python,plotly,scatter_ternary,2,1
dataverse,python,src,fix_years,2,1
dataverse,python,pmdarima,auto_arima,2,1
dataverse,python,pmdarima,ndiffs,2,1
dataverse,python,pmdarima,nsdiffs,2,1
dataverse,python,tensorflow,config.list_physical_devices,2,1
dataverse,python,pyarrow,float32,2,1
dataverse,python,pyarrow,Table.from_pandas,2,1
dataverse,python,pyarrow,write_to_dataset,2,1
dataverse,r,fs,file_copy,2,1
dataverse,r,arrow,float,2,1
dataverse,r,powerjoin,power_left_join,2,1
dataverse,r,arrow,set_cpu_count,2,1
dataverse,python,pyarrow,ParquetFile,2,1
dataverse,python,pyprojroot,here,2,1
dataverse,r,matrixStats,colVars,2,1
dataverse,r,fs,path_dir,2,1
dataverse,r,ggplot2,after_stat,2,1
dataverse,r,ggplot2,stat_ecdf,2,1
dataverse,r,ggplot2,scale_fill_brewer,2,1
dataverse,r,ggplot2,scale_size_manual,2,1
dataverse,r,rlang,is_named,2,1
dataverse,r,powerjoin,power_full_join,2,1
dataverse,r,gt,cols_hide,2,1
dataverse,r,purrr,is_atomic,2,1
dataverse,r,tidyselect,eval_select,2,1
dataverse,r,posterior,nchains,2,1
dataverse,r,promptr,scotus_tweets,2,1
dataverse,python,utils,classify_tweets,2,1
dataverse,python,gdxpds,to_dataframe,2,1
dataverse,python,gdxpds,to_gdx,2,1
dataverse,python,PuLP,LpProblem,2,1
dataverse,python,PuLP,PULP_CBC_CMD,2,1
dataverse,python,bokeh,widgetbox,2,1
dataverse,python,bokeh,column,2,1
dataverse,python,bokeh,Resources,2,1
dataverse,python,bokeh,CheckboxGroup,2,1
dataverse,python,bokeh,CustomJS,2,1
dataverse,python,bokeh,PanTool,2,1
dataverse,python,bokeh,WheelZoomTool,2,1
dataverse,python,bokeh,ResetTool,2,1
dataverse,python,bokeh,SaveTool,2,1
dataverse,python,bokeh,BoxZoomTool,2,1
dataverse,python,matplotlib,cm.binary_r,2,1
dataverse,python,SCons,Util.get_environment_var,2,1
dataverse,python,SCons,Util.flatten_sequence,2,1
dataverse,python,SCons,SUBST_RAW,2,1
dataverse,python,SCons,SUBST_SIG,2,1
dataverse,python,SCons,Errors.convert_to_BuildError,2,1
dataverse,python,SCons,Util.OrderedDict,2,1
dataverse,python,SCons,UserError,2,1
dataverse,python,SCons,Action.CommandGeneratorAction,2,1
dataverse,python,SCons,Node.FS.get_default_fs,2,1
dataverse,python,SCons,Subst.scons_subst,2,1
dataverse,python,SCons,Subst.scons_subst_list,2,1
dataverse,python,SCons,Subst.scons_subst_once,2,1
dataverse,python,SCons,CacheDir.CacheDir,2,1
dataverse,python,SCons,Util.AppendPath,2,1
dataverse,python,SCons,Subst.Literal,2,1
dataverse,python,SCons,Trace,2,1
dataverse,python,SCons,Util.MD5filesignature,2,1
dataverse,python,SCons,SConsign.SConsignEntry,2,1
dataverse,python,SCons,Node.FS.set_duplicate,2,1
dataverse,python,SCons,is_String,2,1
dataverse,python,SCons,is_Sequence,2,1
dataverse,python,SCons,Errors.ExplicitExit,2,1
dataverse,python,SCons,addPharLapPaths,2,1
dataverse,python,SCons,Platform.aix.get_xlc,2,1
dataverse,python,SCons,add_f77_to_env,2,1
dataverse,python,SCons,_xgettext_exists,2,1
dataverse,python,SCons,_msginit_exists,2,1
dataverse,python,SCons,_msgmerge_exists,2,1
dataverse,python,SCons,_msgfmt_exists,2,1
dataverse,python,SCons,FortranScan,2,1
dataverse,python,SCons,Util.make_path_relative,2,1
dataverse,python,SCons,Script.GetOption,2,1
dataverse,python,SCons,Util.RegEnumKey,2,1
dataverse,python,SCons,Tool.gcc.generate,2,1
dataverse,python,SCons,_my_normcase,2,1
dataverse,python,SCons,Warnings.Warning,2,1
dataverse,python,SCons,Tool.CreateJavaClassFileBuilder,2,1
dataverse,python,SCons,Tool.CreateJavaClassDirBuilder,2,1
dataverse,python,SCons,Tool.createLoadableModuleBuilder,2,1
dataverse,python,SCons,_init_po_files,2,1
dataverse,python,SCons,_POFileBuilder,2,1
dataverse,python,SCons,Tool.msvc.validate_vars,2,1
dataverse,python,SCons,Tool.msvs.msvs_parse_version,2,1
dataverse,python,SCons,Platform.win32.get_system_root,2,1
dataverse,python,SCons,Builder,2,1
dataverse,python,SCons,_POTargetFactory,2,1
dataverse,python,keras,GlobalAveragePooling2D,2,1
dataverse,python,keras,AveragePooling2D,2,1
dataverse,python,keras,SGD,2,1
dataverse,r,srvyr,summarize,2,1
dataverse,r,qgraph,EBICglasso,2,1
dataverse,r,knitr,read_chunk,2,1
dataverse,r,bayestestR,equivalence_test,2,1
