ecosystem,package,version,version_source,n_deposits
pypi,gast,==0.3.3,requirements_txt,2
pypi,gast,==0.4.0,requirements_txt,1
pypi,gdown,==4.5.4,shell_install,1
pypi,geemap,==0.36.6,requirements_txt,1
pypi,gensim,==4.3.3,requirements_txt,3
pypi,gensim,==3.7.1,requirements_txt,1
pypi,gensim,==4.3.0,requirements_txt,1
pypi,gensim,==4.0.1,requirements_txt,1
pypi,gensim,==4.1.2,requirements_txt,1
pypi,gensim,==4.3.1,requirements_txt,1
pypi,geopandas,==0.14.3,requirements_txt,2
pypi,geopandas,>=0.14.1,requirements_txt,1
pypi,geopandas,==0.13.2,requirements_txt,1
pypi,geopandas,==0.14.1,requirements_txt,1
pypi,geopandas,==0.4.0,requirements_txt,1
pypi,geopandas,==0.2.1,requirements_txt,1
pypi,geopandas,==0.14.0,requirements_txt,1
pypi,geopandas,==1.1.1,requirements_txt,1
pypi,geopandas,==0.13.0,requirements_txt,1
pypi,geopy,==2.4.1,requirements_txt,1
pypi,geotext,==0.4.0,requirements_txt,1
pypi,gevent,==1.4.0,requirements_txt,1
pypi,ggalluvial,>=0.12.5,requirements_txt,1
pypi,ggdist,>=3.2.1,requirements_txt,1
pypi,ggplot,==0.11.5,requirements_txt,1
pypi,ggplot2,>=3.4.0,requirements_txt,1
pypi,ggrepel,>=0.9.2,requirements_txt,1
pypi,ghapi,==1.0.4,requirements_txt,1
pypi,ghostscript,==0.7,requirements_txt,2
pypi,gitdb,==4.0.2,requirements_txt,1
pypi,gitdb,==4.0.9,requirements_txt,1
pypi,gitdb,==4.0.11,requirements_txt,1
pypi,glob2,==0.7,requirements_txt,2
pypi,gmpy2,==2.0.8,requirements_txt,1
pypi,google,==3.0.0,requirements_txt,1
pypi,google-api-core,==2.15.0,requirements_txt,1
pypi,google-api-core,==2.16.2,requirements_txt,1
pypi,google-api-python-client,==2.116.0,requirements_txt,1
pypi,google-auth,==2.14.0,requirements_txt,1
pypi,google-auth,==2.22.0,requirements_txt,1
pypi,google-auth,==1.24.0,requirements_txt,1
pypi,google-auth,==2.25.2,requirements_txt,1
pypi,google-auth,==2.27.0,requirements_txt,1
pypi,google-auth-httplib2,==0.2.0,requirements_txt,1
pypi,google-auth-oauthlib,==0.4.6,requirements_txt,2
pypi,google-auth-oauthlib,==0.4.2,requirements_txt,1
pypi,google-cloud-core,==2.4.1,requirements_txt,1
pypi,google-cloud-storage,==2.14.0,requirements_txt,1
pypi,google-crc32c,==1.5.0,requirements_txt,1
pypi,google-genai,~=1.14.0,requirements_txt,1
pypi,google-pasta,==0.2.0,requirements_txt,3
pypi,google-resumable-media,==2.7.0,requirements_txt,1
pypi,googleapis-common-protos,==1.62.0,requirements_txt,2
pypi,googleapis-common-protos,==1.56.4,requirements_txt,1
pypi,googlemaps,==4.10.0,requirements_txt,1
pypi,googletrans,==4.0.0rc1,requirements_txt,1
pypi,gpg,===1.16.0-unknown,requirements_txt,1
pypi,gpustat,==0.6,requirements_txt,1
pypi,gpustat,==1.1.1,requirements_txt,1
pypi,gpxpy,==1.6.2,requirements_txt,1
pypi,gpytorch,==1.13,requirements_txt,1
pypi,gradio,==3.23.0,requirements_txt,1
pypi,graphviz,==0.20.1,requirements_txt,2
pypi,graphviz,==0.21,requirements_txt,1
pypi,graphviz,==0.20.3,requirements_txt,1
pypi,graphviz,==0.20,requirements_txt,1
pypi,greek-stemmer,==0.1.1,requirements_txt,1
pypi,greenlet,==0.4.15,requirements_txt,1
pypi,greenlet,==3.0.3,requirements_txt,1
pypi,greenlet,==1.1.0,requirements_txt,1
pypi,greenlet,==2.0.1,requirements_txt,1
pypi,grf,>=2.3.0,requirements_txt,1
pypi,grpcio,==1.48.2,requirements_txt,1
pypi,grpcio,==1.32.0,requirements_txt,1
pypi,grpcio,==1.50.0,requirements_txt,1
pypi,grpcio,==1.59.3,requirements_txt,1
pypi,grpcio-health-checking,==1.59.3,requirements_txt,1
pypi,gtools,>=1.10.1,requirements_txt,1
pypi,gurobipy,==11.0.3,requirements_txt,1
pypi,h11,==0.14.0,requirements_txt,8
pypi,h11,==0.16.0,requirements_txt,5
pypi,h2,==4.1.0,requirements_txt,3
pypi,h2o,~=3.30.0.4,requirements_txt,1
pypi,h3,==3.7.6,requirements_txt,1
pypi,h5py,==2.10.0,requirements_txt,3
pypi,h5py,==3.6.0,requirements_txt,1
pypi,h5py,==2.9.0,requirements_txt,1
pypi,h5py,==3.7.0,requirements_txt,1
pypi,haven,>=2.5.1,requirements_txt,1
pypi,hdbscan,==0.8.40,requirements_txt,2
pypi,hdbscan,==0.8.31,requirements_txt,2
pypi,hf-xet,==1.5.0,requirements_txt,1
pypi,hf-xet,==1.1.5,requirements_txt,1
pypi,hidpidaemon,==18.4.6,requirements_txt,1
pypi,hpack,==4.0.0,requirements_txt,3
pypi,html2text,==2020.1.16,requirements_txt,1
pypi,html5lib,==1.0.1,requirements_txt,1
pypi,html5lib,==1.1,requirements_txt,1
pypi,httpcore,==1.0.9,requirements_txt,4
pypi,httpcore,==1.0.2,requirements_txt,2
pypi,httpcore,==1.0.5,requirements_txt,2
pypi,httpcore,==1.0.7,requirements_txt,1
pypi,httpcore,==0.16.3,requirements_txt,1
pypi,httpcore,==1.0.6,requirements_txt,1
pypi,httplib2,==0.20.2,requirements_txt,1
pypi,httplib2,==0.9.1,requirements_txt,1
pypi,httplib2,==0.22.0,requirements_txt,1
pypi,httpx,==0.28.1,requirements_txt,5
pypi,httpx,==0.26.0,requirements_txt,2
pypi,httpx,==0.27.2,requirements_txt,2
pypi,httpx,==0.23.3,requirements_txt,1
pypi,httpx,==0.27.0,requirements_txt,1
pypi,huggingface-hub,==0.30.2,requirements_txt,2
pypi,huggingface-hub,==0.26.1,requirements_txt,1
pypi,huggingface-hub,==0.33.4,requirements_txt,1
pypi,huggingface-hub,==0.13.3,requirements_txt,1
pypi,huggingface-hub,==0.25.1,requirements_txt,1
pypi,huggingface_hub,==1.16.4,requirements_txt,1
pypi,huggingface_hub,>=0.16.0,requirements_txt,1
pypi,huggingface_hub,==0.14.1,requirements_txt,1
pypi,humanfriendly,==10.0,requirements_txt,1
pypi,hydra-core,>=1.1.0.dev5,requirements_txt,1
pypi,hydra-core,==1.3.2,requirements_txt,1
pypi,hyperframe,==6.0.1,requirements_txt,3
pypi,hyperopt,==0.2.7,requirements_txt,1
pypi,hypothesis,==6.141.1,requirements_txt,1
pypi,idna,==3.10,requirements_txt,6
pypi,idna,==3.6,requirements_txt,4
pypi,idna,==2.8,requirements_txt,2
pypi,idna,==3.7,requirements_txt,2
pypi,idna,==2.9,requirements_txt,2
pypi,idna,==3.3,requirements_txt,1
pypi,idna,==3.16,requirements_txt,1
pypi,idna,==3.14,requirements_txt,1
pypi,idna,==2.10,requirements_txt,1
pypi,idna,==2.7,requirements_txt,1
pypi,idna,==3.4,requirements_txt,1
pypi,idna,==3.13,requirements_txt,1
pypi,idna-ssl,==1.1.0,requirements_txt,1
pypi,imageio,==2.5.0,requirements_txt,1
pypi,imageio,==2.8.0,requirements_txt,1
pypi,imagesize,==1.1.0,requirements_txt,1
pypi,imbalanced-learn,==0.6.2,requirements_txt,1
pypi,imgkit,==1.2.3,requirements_txt,1
pypi,immutables,==0.19,requirements_txt,1
pypi,importlib,==1.0.4,requirements_txt,1
pypi,importlib-metadata,==7.0.1,requirements_txt,2
pypi,importlib-metadata,==4.6.4,requirements_txt,1
pypi,importlib-metadata,==1.5.0,requirements_txt,1
pypi,importlib-metadata,==4.8.3,requirements_txt,1
pypi,importlib-metadata,==1.7.0,requirements_txt,1
pypi,importlib-metadata,==6.6.0,requirements_txt,1
pypi,importlib-resources,==5.12.0,requirements_txt,1
pypi,importlib-resources,==6.1.1,requirements_txt,1
pypi,importlib-resources,==7.1.0,requirements_txt,1
pypi,importlib-resources,==5.10.0,requirements_txt,1
pypi,importlib-resources,==5.4.0,requirements_txt,1
pypi,importlib_metadata,==8.7.1,requirements_txt,1
pypi,importlib_metadata,==8.6.1,requirements_txt,1
pypi,importlib_metadata,==8.4.0,requirements_txt,1
pypi,importlib_resources,==6.4.0,requirements_txt,1
pypi,importlib_resources,==6.5.2,requirements_txt,1
pypi,importlib_resources,==6.4.4,requirements_txt,1
pypi,inflection,==0.5.1,requirements_txt,1
pypi,iniconfig,==2.0.0,requirements_txt,1
pypi,instructor,==1.0.0,requirements_txt,1
pypi,interface-meta,==1.3.0,requirements_txt,2
pypi,intervaltree,==3.1.0,requirements_txt,1
pypi,ipaddress,==1.0.22,requirements_txt,1
pypi,ipykernel,==6.29.5,requirements_txt,4
pypi,ipykernel,==6.29.2,requirements_txt,2
pypi,ipykernel,==4.10.0,requirements_txt,2
pypi,ipykernel,==5.1.4,requirements_txt,2
pypi,ipykernel,==6.28.0,requirements_txt,1
pypi,ipykernel,==5.3.4,requirements_txt,1
pypi,ipykernel,==6.19.2,requirements_txt,1
pypi,ipykernel,==5.5.6,requirements_txt,1
pypi,ipykernel,==6.17.1,requirements_txt,1
pypi,ipykernel,==6.31.0,requirements_txt,1
pypi,ipykernel,==7.2.0,requirements_txt,1
pypi,ipykernel,==6.16.2,requirements_txt,1
pypi,ipynb,==0.5.1,requirements_txt,1
pypi,ipynb-py-convert,==0.4.5,requirements_txt,1
pypi,ipyparallel,==6.2.4,requirements_txt,1
pypi,ipython,==8.21.0,requirements_txt,2
pypi,ipython,==5.8.0,requirements_txt,2
pypi,ipython,==7.16.3,requirements_txt,1
pypi,ipython,==9.2.0,requirements_txt,1
pypi,ipython,==9.10.0,requirements_txt,1
pypi,ipython,==9.13.0,requirements_txt,1
pypi,ipython,>=8.18.1,requirements_txt,1
pypi,ipython,==7.13.0,requirements_txt,1
pypi,ipython,==7.16.1,requirements_txt,1
pypi,ipython,==7.34.0,requirements_txt,1
pypi,ipython,==8.7.0,requirements_txt,1
pypi,ipython,==8.18.1,requirements_txt,1
pypi,ipython,==9.1.0,requirements_txt,1
pypi,ipython,==8.26.0,requirements_txt,1
pypi,ipython,==8.12.3,requirements_txt,1
pypi,ipython,==7.5.0,requirements_txt,1
pypi,ipython-genutils,==0.2.0,requirements_txt,7
pypi,ipython-pygments-lexers,==1.1.1,requirements_txt,1
pypi,ipython_genutils,==0.2.0,requirements_txt,1
pypi,ipython_pygments_lexers,==1.1.1,requirements_txt,3
pypi,ipywidgets,==7.4.2,requirements_txt,2
pypi,ipywidgets,==7.5.1,requirements_txt,2
pypi,ipywidgets,==8.1.7,requirements_txt,2
pypi,ipywidgets,==7.7.4,requirements_txt,1
pypi,ipywidgets,==8.1.8,requirements_txt,1
pypi,ipywidgets,==7.7.1,requirements_txt,1
pypi,ipywidgets,==7.6.3,requirements_txt,1
pypi,ipywidgets,>=7.5.1,requirements_txt,1
pypi,ipywidgets,==8.0.3,requirements_txt,1
pypi,iqual,==0.1.3,requirements_txt,1
pypi,isodate,==0.6.0,requirements_txt,1
pypi,isoduration,==20.11.0,requirements_txt,6
pypi,isort,==4.3.21,requirements_txt,1
pypi,itsdangerous,==2.1.2,requirements_txt,1
pypi,itsdangerous,==1.1.0,requirements_txt,1
pypi,ivreg2,>=4.1.11,requirements_txt,1
pypi,jaraco.classes,==3.4.0,requirements_txt,1
pypi,jaraco.context,==6.0.1,requirements_txt,1
pypi,jaraco.functools,==4.0.2,requirements_txt,1
pypi,jax,"<0.4.18,>=0.4.14",requirements_txt,1
pypi,jax,==0.4.20,requirements_txt,1
pypi,jaxlib,"<0.4.18,>=0.4.14",requirements_txt,1
pypi,jaxlib,==0.4.20,requirements_txt,1
pypi,jaxtyping,==0.2.19,requirements_txt,1
pypi,jdcal,==1.4.1,requirements_txt,4
pypi,jedi,==0.19.2,requirements_txt,4
pypi,jedi,==0.19.1,requirements_txt,3
pypi,jedi,==0.18.2,requirements_txt,2
pypi,jedi,==0.17.2,requirements_txt,2
pypi,jedi,==0.16.0,requirements_txt,1
pypi,jedi,==0.20.0,requirements_txt,1
pypi,jedi,==0.13.3,requirements_txt,1
pypi,jeepney,==0.8.0,requirements_txt,1
pypi,jeepney,==0.7.1,requirements_txt,1
pypi,jeepney,==0.4,requirements_txt,1
pypi,jellyfish,==1.0.1,requirements_txt,1
pypi,jill,==0.11.3,requirements_txt,1
pypi,jinja2,==3.1.6,requirements_txt,3
pypi,jinja2,==3.1.5,requirements_txt,1
pypi,jinja2,==3.1.3,requirements_txt,1
pypi,jiter,==0.9.0,requirements_txt,1
pypi,jiter,==0.7.1,requirements_txt,1
pypi,jmespath,==0.9.4,requirements_txt,1
pypi,jmespath,==1.0.1,requirements_txt,1
pypi,joblib,==1.2.0,requirements_txt,4
pypi,joblib,==1.4.2,requirements_txt,3
pypi,joblib,==1.5.3,requirements_txt,3
pypi,joblib,==1.3.2,requirements_txt,2
pypi,joblib,==0.14.1,requirements_txt,1
pypi,joblib,==1.5.1,requirements_txt,1
pypi,joblib,==1.5.2,requirements_txt,1
pypi,joblib,>=1.2.0,requirements_txt,1
pypi,joblib,==0.13.2,requirements_txt,1
pypi,joblib,==1.1.1,requirements_txt,1
pypi,joblib,==1.1.0,requirements_txt,1
pypi,joblib,>=1.2,requirements_txt,1
pypi,joblib,==1.3.0,requirements_txt,1
pypi,json5,==0.14.0,requirements_txt,1
pypi,json5,==0.8.4,requirements_txt,1
pypi,json5,==0.9.25,requirements_txt,1
pypi,json5,==0.12.1,requirements_txt,1
pypi,json5,==0.9.16,requirements_txt,1
pypi,json5,==0.9.14,requirements_txt,1
pypi,jsonargparse,==4.48.0,requirements_txt,1
pypi,jsonfield,==3.1.0,requirements_txt,1
pypi,jsonlines,~=4.0.0,requirements_txt,1
pypi,jsonlines,==4.0.0,requirements_txt,1
pypi,jsonlines,==3.1.0,requirements_txt,1
pypi,jsonnet,==0.22.0,requirements_txt,1
pypi,jsonpatch,==1.33,requirements_txt,1
pypi,jsonpointer,==2.1,requirements_txt,3
pypi,jsonpointer,==3.0.0,requirements_txt,2
pypi,jsonpointer,==2.4,requirements_txt,1
pypi,jsonpointer,==2.3,requirements_txt,1
pypi,jsonschema,==3.2.0,requirements_txt,3
pypi,jsonschema,==4.23.0,requirements_txt,3
pypi,jsonschema,==4.17.3,requirements_txt,2
pypi,jsonschema,==2.6.0,requirements_txt,2
pypi,jsonschema,==4.25.1,requirements_txt,1
pypi,jsonschema,==4.21.1,requirements_txt,1
pypi,jsonschema,==4.26.0,requirements_txt,1
pypi,jsonschema-specifications,==2025.9.1,requirements_txt,2
pypi,jsonschema-specifications,==2023.12.1,requirements_txt,2
pypi,jsonschema-specifications,==2024.10.1,requirements_txt,1
pypi,jsonschema-specifications,==2025.4.1,requirements_txt,1
pypi,jupyter,==1.0.0,requirements_txt,8
pypi,jupyter,==1.1.1,requirements_txt,2
pypi,jupyter,>=1.1.1,requirements_txt,1
pypi,jupyter-cache,==0.5.0,requirements_txt,1
pypi,jupyter-client,==6.1.2,requirements_txt,2
pypi,jupyter-client,==8.8.0,requirements_txt,1
pypi,jupyter-client,>=6.1.5,requirements_txt,1
pypi,jupyter-client,==5.2.4,requirements_txt,1
pypi,jupyter-client,==6.1.6,requirements_txt,1
pypi,jupyter-client,==5.2.3,requirements_txt,1
pypi,jupyter-client,==7.1.2,requirements_txt,1
pypi,jupyter-console,==5.2.0,requirements_txt,2
pypi,jupyter-console,==6.6.3,requirements_txt,2
pypi,jupyter-console,==6.0.0,requirements_txt,1
pypi,jupyter-console,==6.4.4,requirements_txt,1
pypi,jupyter-console,==6.1.0,requirements_txt,1
pypi,jupyter-contrib-core,==0.3.3,requirements_txt,2
pypi,jupyter-contrib-core,==0.4.2,requirements_txt,1
pypi,jupyter-contrib-nbextensions,==0.5.0,requirements_txt,1
pypi,jupyter-contrib-nbextensions,==0.7.0,requirements_txt,1
pypi,jupyter-contrib-nbextensions,==0.5.1,requirements_txt,1
pypi,jupyter-core,==4.6.3,requirements_txt,3
pypi,jupyter-core,==4.4.0,requirements_txt,2
pypi,jupyter-core,==5.9.1,requirements_txt,1
pypi,jupyter-core,>=4.6.3,requirements_txt,1
pypi,jupyter-core,==4.9.2,requirements_txt,1
pypi,jupyter-events,==0.10.0,requirements_txt,1
pypi,jupyter-events,==0.12.1,requirements_txt,1
pypi,jupyter-events,==0.12.0,requirements_txt,1
pypi,jupyter-events,==0.9.0,requirements_txt,1
pypi,jupyter-events,==0.5.0,requirements_txt,1
pypi,jupyter-highlight-selected-word,==0.2.0,requirements_txt,3
pypi,jupyter-latex-envs,==1.4.6,requirements_txt,2
pypi,jupyter-lsp,==2.2.2,requirements_txt,1
pypi,jupyter-lsp,==2.3.0,requirements_txt,1
pypi,jupyter-lsp,==2.2.5,requirements_txt,1
pypi,jupyter-lsp,==2.3.1,requirements_txt,1
pypi,jupyter-nbextensions-configurator,==0.4.0,requirements_txt,1
pypi,jupyter-nbextensions-configurator,==0.4.1,requirements_txt,1
pypi,jupyter-nbextensions-configurator,==0.6.3,requirements_txt,1
pypi,jupyter-server,==1.13.1,requirements_txt,1
pypi,jupyter-server,==1.24.0,requirements_txt,1
pypi,jupyter-server-mathjax,==0.2.6,requirements_txt,2
pypi,jupyter-server-mathjax,==0.2.3,requirements_txt,1
pypi,jupyter-server-proxy,==1.3.2,requirements_txt,1
pypi,jupyter-ydoc,==2.1.1,requirements_txt,1
pypi,jupyter_client,==8.6.3,requirements_txt,2
pypi,jupyter_client,==8.6.0,requirements_txt,2
pypi,jupyter_client,==7.4.8,requirements_txt,1
pypi,jupyter_client,==8.6.1,requirements_txt,1
pypi,jupyter_client,==7.4.9,requirements_txt,1
pypi,jupyter_client,==8.6.2,requirements_txt,1
pypi,jupyter_collaboration,==2.1.2,requirements_txt,1
pypi,jupyter_contrib_nbextensions,==0.5.1,requirements_txt,1
pypi,jupyter_core,==5.7.2,requirements_txt,2
pypi,jupyter_core,==5.7.1,requirements_txt,2
pypi,jupyter_core,==5.5.0,requirements_txt,1
pypi,jupyter_core,==4.12.0,requirements_txt,1
pypi,jupyter_core,==5.8.1,requirements_txt,1
pypi,jupyter_core,==5.1.0,requirements_txt,1
pypi,jupyter_server,==2.17.0,requirements_txt,1
pypi,jupyter_server,==2.12.5,requirements_txt,1
pypi,jupyter_server,==2.14.2,requirements_txt,1
pypi,jupyter_server,==2.18.2,requirements_txt,1
pypi,jupyter_server,==2.0.1,requirements_txt,1
pypi,jupyter_server_fileid,==0.9.2,requirements_txt,1
pypi,jupyter_server_terminals,==0.5.3,requirements_txt,2
pypi,jupyter_server_terminals,==0.5.4,requirements_txt,1
pypi,jupyter_server_terminals,==0.5.2,requirements_txt,1
pypi,jupyter_server_terminals,==0.4.2,requirements_txt,1
pypi,jupyterlab,==4.2.5,requirements_txt,2
pypi,jupyterlab,==4.0.3,requirements_txt,1
pypi,jupyterlab,==1.2.6,requirements_txt,1
pypi,jupyterlab,==4.5.7,requirements_txt,1
pypi,jupyterlab,==4.1.0,requirements_txt,1
pypi,jupyterlab,==3.4.3,requirements_txt,1
pypi,jupyterlab,==4.4.7,requirements_txt,1
pypi,jupyterlab,==3.2.5,requirements_txt,1
pypi,jupyterlab-code-formatter,==1.6.1,requirements_txt,1
pypi,jupyterlab-pygments,==0.2.2,requirements_txt,2
pypi,jupyterlab-pygments,==0.1.2,requirements_txt,1
pypi,jupyterlab-server,==1.0.0,requirements_txt,1
pypi,jupyterlab-server,==2.10.3,requirements_txt,1
pypi,jupyterlab-widgets,==3.0.10,requirements_txt,1
pypi,jupyterlab-widgets,==1.1.3,requirements_txt,1
pypi,jupyterlab-widgets,==3.0.4,requirements_txt,1
pypi,jupyterlab_git,==0.50.1,requirements_txt,1
pypi,jupyterlab_pygments,==0.3.0,requirements_txt,4
pypi,jupyterlab_server,==2.27.3,requirements_txt,2
pypi,jupyterlab_server,==2.28.0,requirements_txt,1
pypi,jupyterlab_server,==2.25.2,requirements_txt,1
pypi,jupyterlab_widgets,==3.0.15,requirements_txt,1
pypi,jupyterlab_widgets,==3.0.16,requirements_txt,1
pypi,kableExtra,>=1.3.4,requirements_txt,1
pypi,kaleido,==0.2.1,requirements_txt,3
pypi,kaleido,>=0.2.1,requirements_txt,1
pypi,keras,==2.8.0,requirements_txt,1
pypi,keras,==2.10.0,requirements_txt,1
pypi,kernelstub,==3.1.4,requirements_txt,1
pypi,keyring,==18.0.0,requirements_txt,1
pypi,keyring,==25.3.0,requirements_txt,1
pypi,keyring,==23.5.0,requirements_txt,1
pypi,keyring,~=21.2.1,requirements_txt,1
pypi,keyrings.alt,==4.1.0,requirements_txt,1
pypi,kiwisolver,==1.4.5,requirements_txt,4
pypi,kiwisolver,==1.1.0,requirements_txt,2
pypi,kiwisolver,==1.0.1,requirements_txt,2
pypi,kiwisolver,==1.4.4,requirements_txt,2
pypi,kiwisolver,==1.4.8,requirements_txt,2
pypi,kiwisolver,==1.4.7,requirements_txt,1
pypi,kiwisolver,==1.4.9,requirements_txt,1
pypi,kiwisolver,==1.5.0,requirements_txt,1
pypi,kiwisolver,==1.2.0,requirements_txt,1
pypi,kiwisolver,~=1.4.5,requirements_txt,1
pypi,kiwisolver,==1.3.1,requirements_txt,1
pypi,korean-lunar-calendar,==0.3.1,requirements_txt,2
pypi,kountry,>=2.1.6,requirements_txt,1
pypi,langcodes,==3.3.0,requirements_txt,1
pypi,langid,==1.1.6,requirements_txt,1
pypi,language-selector,==0.1,requirements_txt,1
pypi,lark,==1.3.1,requirements_txt,1
pypi,launchpadlib,==1.10.16,requirements_txt,1
pypi,lazr.restfulclient,==0.14.4,requirements_txt,1
pypi,lazr.uri,==1.0.6,requirements_txt,1
pypi,lazy-object-proxy,==1.4.1,requirements_txt,1
pypi,lazy_property,==0.0.1,requirements_txt,1
pypi,libarchive-c,==2.8,requirements_txt,1
pypi,libclang,==14.0.6,requirements_txt,1
pypi,lief,==0.9.0,requirements_txt,1
pypi,lifelines,==0.28.0,requirements_txt,1
pypi,lifelines,==0.30.0,requirements_txt,1
pypi,lightgbm,==4.3.0,requirements_txt,2
pypi,line-profiler,==2.1.1,requirements_txt,1
pypi,linear-operator,==0.5.3,requirements_txt,1
pypi,linearmodels,==5.4,requirements_txt,2
pypi,linearmodels,==6.0,requirements_txt,1
pypi,linearmodels,==4.27,requirements_txt,1
pypi,linearmodels,==6.1,requirements_txt,1
pypi,linearmodels,>=5.1,requirements_txt,1
pypi,lingpy,==2.6.6,requirements_txt,1
pypi,linkify-it-py,==2.0.0,requirements_txt,1
pypi,lintrunner,==0.13.0,requirements_txt,1
pypi,lit,==16.0.0,requirements_txt,1
pypi,llvmlite,==0.42.0,requirements_txt,2
pypi,llvmlite,==0.29.0,requirements_txt,1
pypi,llvmlite,==0.44.0,requirements_txt,1
pypi,llvmlite,==0.36.0,requirements_txt,1
pypi,lmdb,==1.4.1,requirements_txt,1
pypi,locket,==1.0.0,requirements_txt,3
pypi,locket,==0.2.0,requirements_txt,1
pypi,loralib,==0.1.1,requirements_txt,1
pypi,louis,==3.20.0,requirements_txt,1
pypi,lxml,==5.2.1,requirements_txt,3
pypi,lxml,==4.6.3,requirements_txt,1
pypi,lxml,==5.3.0,requirements_txt,1
pypi,lxml,==4.5.2,requirements_txt,1
pypi,lxml,==4.2.1,requirements_txt,1
pypi,lxml,==3.6.0,requirements_txt,1
pypi,lxml,==6.0.2,requirements_txt,1
pypi,lxml,==4.9.2,requirements_txt,1
pypi,lxml,==4.2.5,requirements_txt,1
pypi,lxml,==4.9.3,requirements_txt,1
pypi,lz4,==4.3.2,requirements_txt,1
pypi,macaroonbakery,==1.3.1,requirements_txt,1
pypi,mapclassify,==2.6.1,requirements_txt,1
pypi,mapclassify,>=2.4.0,requirements_txt,1
pypi,markdown-it-py,==4.2.0,requirements_txt,1
pypi,markdown-it-py,==2.2.0,requirements_txt,1
pypi,markdown-it-py,==3.0.0,requirements_txt,1
pypi,markupsafe,==3.0.3,requirements_txt,1
pypi,matplotlib,==3.10.0,requirements_txt,6
pypi,matplotlib,==3.10.8,requirements_txt,4
pypi,matplotlib,==3.7.2,requirements_txt,4
pypi,matplotlib,==3.7.5,requirements_txt,4
pypi,matplotlib,==3.6.3,requirements_txt,3
pypi,matplotlib,==3.5.3,requirements_txt,3
pypi,matplotlib,==3.9.4,requirements_txt,3
pypi,matplotlib,==3.9.1,requirements_txt,3
pypi,matplotlib,==3.6.2,requirements_txt,3
pypi,matplotlib,==3.8.0,requirements_txt,2
pypi,matplotlib,==2.2.3,requirements_txt,2
pypi,matplotlib,==3.1.3,requirements_txt,2
pypi,matplotlib,==3.7.1,requirements_txt,2
pypi,matplotlib,>=3.7,requirements_txt,2
pypi,matplotlib,==3.0.3,requirements_txt,2
pypi,matplotlib,==3.10.9,requirements_txt,2
pypi,matplotlib,==3.8.4,requirements_txt,2
pypi,matplotlib,==3.4.2,requirements_txt,2
pypi,matplotlib,==3.10.5,requirements_txt,2
pypi,matplotlib,==3.8.2,requirements_txt,1
pypi,matplotlib,==3.10.1,requirements_txt,1
pypi,matplotlib,>=2.2.2,requirements_txt,1
pypi,matplotlib,>=3.5.1,requirements_txt,1
pypi,matplotlib,==3.8.1,requirements_txt,1
pypi,matplotlib,>=3.5,requirements_txt,1
pypi,matplotlib,>=3.7.1,requirements_txt,1
pypi,matplotlib,==2.0.2,requirements_txt,1
pypi,matplotlib,>=3.9.2,requirements_txt,1
pypi,matplotlib,>=3.10.0,requirements_txt,1
pypi,matplotlib,==3.8.3,requirements_txt,1
pypi,matplotlib,==3.7,requirements_txt,1
pypi,matplotlib,==3.9.2,requirements_txt,1
pypi,matplotlib,==3.4.0,requirements_txt,1
pypi,matplotlib,>=3.2.1,requirements_txt,1
pypi,matplotlib,>=3.2.2,requirements_txt,1
pypi,matplotlib,==3.10.6,requirements_txt,1
pypi,matplotlib,>=2.0.0,requirements_txt,1
pypi,matplotlib,==3.1.0,requirements_txt,1
pypi,matplotlib,~=3.7.2,requirements_txt,1
pypi,matplotlib,~=3.2.2,requirements_txt,1
pypi,matplotlib,>=3.8.2,requirements_txt,1
pypi,matplotlib,>=3.6,requirements_txt,1
pypi,matplotlib,==3.3.3,requirements_txt,1
pypi,matplotlib,>=3.8,requirements_txt,1
pypi,matplotlib,==3.3.4,requirements_txt,1
pypi,matplotlib,==3.5.0,requirements_txt,1
pypi,matplotlib,==3.7.4,requirements_txt,1
pypi,matplotlib,>=3.5.0,requirements_txt,1
pypi,matplotlib,==3.10,requirements_txt,1
pypi,matplotlib,==3.2.1,requirements_txt,1
pypi,matplotlib,==3.5.2,requirements_txt,1
pypi,matplotlib-inline,==0.1.6,requirements_txt,6
pypi,matplotlib-inline,==0.1.7,requirements_txt,5
pypi,matplotlib-inline,==0.2.2,requirements_txt,2
pypi,matplotlib-inline,==0.2.1,requirements_txt,1
pypi,mccabe,==0.6.1,requirements_txt,1
pypi,mdesc,>=2.1,requirements_txt,1
pypi,mdit-py-plugins,==0.3.3,requirements_txt,1
pypi,mdurl,==0.1.2,requirements_txt,4
pypi,menuinst,==2.1.2,requirements_txt,1
pypi,mipolate,>=1.2.0,requirements_txt,1
pypi,mistune,==0.8.4,requirements_txt,4
pypi,mistune,==3.0.2,requirements_txt,2
pypi,mistune,==2.0.5,requirements_txt,1
pypi,mistune,==3.2.1,requirements_txt,1
pypi,mistune,==2.0.4,requirements_txt,1
pypi,mistune,==3.1.4,requirements_txt,1
pypi,mizani,==0.6.0,requirements_txt,1
pypi,mizani,==0.13.1,requirements_txt,1
pypi,mizani,==0.13.3,requirements_txt,1
pypi,mkl-fft,==1.0.12,requirements_txt,1
pypi,mkl-fft,==1.0.15,requirements_txt,1
pypi,mkl-random,==1.1.0,requirements_txt,1
pypi,mkl-random,==1.0.2,requirements_txt,1
pypi,mkl-service,==2.4.0,requirements_txt,1
pypi,mkl-service,==2.0.2,requirements_txt,1
