type,id,title,identifier,persistentUrl,protocol,authority,separator,publisher,publicationDate,storageIdentifier,datasetType
dataverse,2715959,"Replication data for: ""Intra-Party Politics and Public Opinion: How Candidate Selection Processes affect Citizens' Satisfaction with Democracy"" Dataverse",,,,,,,,,
dataverse,2892146,Clifford and Piston Disgust and Opinion About Homelessness Policy Dataverse,,,,,,,,,
dataset,2710805,,DVN/MCMKKT,https://doi.org/10.7910/DVN/MCMKKT,doi,10.7910,/,Harvard Dataverse,2015-09-22,s3://10.7910/DVN/MCMKKT,dataset
dataset,2711360,,DVN/JC2QJ0,https://doi.org/10.7910/DVN/JC2QJ0,doi,10.7910,/,Harvard Dataverse,2018-04-14,s3://10.7910/DVN/JC2QJ0,dataset
dataset,2711909,,DVN/12SK8B,https://doi.org/10.7910/DVN/12SK8B,doi,10.7910,/,Harvard Dataverse,2015-10-08,s3://10.7910/DVN/12SK8B,dataset
dataset,2712052,,DVN/B9OYRP,https://doi.org/10.7910/DVN/B9OYRP,doi,10.7910,/,Harvard Dataverse,2015-10-07,s3://10.7910/DVN/B9OYRP,dataset
dataset,2717180,,DVN/KJCN21,https://doi.org/10.7910/DVN/KJCN21,doi,10.7910,/,Harvard Dataverse,2016-07-22,s3://10.7910/DVN/KJCN21,dataset
dataset,2719088,,DVN/MFJMQN,https://doi.org/10.7910/DVN/MFJMQN,doi,10.7910,/,Harvard Dataverse,2015-10-26,s3://10.7910/DVN/MFJMQN,dataset
dataset,2728461,,DVN/5JS2AB,https://doi.org/10.7910/DVN/5JS2AB,doi,10.7910,/,Harvard Dataverse,2018-03-23,s3://10.7910/DVN/5JS2AB,dataset
dataset,2745523,,DVN/2B9T2H,https://doi.org/10.7910/DVN/2B9T2H,doi,10.7910,/,Harvard Dataverse,2015-12-18,s3://10.7910/DVN/2B9T2H,dataset
dataset,2769716,,DVN/C5OXWN,https://doi.org/10.7910/DVN/C5OXWN,doi,10.7910,/,Harvard Dataverse,2016-01-04,s3://10.7910/DVN/C5OXWN,dataset
dataset,2784419,,DVN/MCV1LU,https://doi.org/10.7910/DVN/MCV1LU,doi,10.7910,/,Harvard Dataverse,2018-03-23,s3://10.7910/DVN/MCV1LU,dataset
dataset,2796151,,DVN/PEXMHA,https://doi.org/10.7910/DVN/PEXMHA,doi,10.7910,/,Harvard Dataverse,2016-03-24,s3://10.7910/DVN/PEXMHA,dataset
dataset,2797846,,DVN/XIPZQT,https://doi.org/10.7910/DVN/XIPZQT,doi,10.7910,/,Harvard Dataverse,2016-03-29,s3://10.7910/DVN/XIPZQT,dataset
dataset,2809490,,DVN/D155SP,https://doi.org/10.7910/DVN/D155SP,doi,10.7910,/,Harvard Dataverse,2016-11-18,s3://10.7910/DVN/D155SP,dataset
dataset,2826346,,DVN/NBTRGA,https://doi.org/10.7910/DVN/NBTRGA,doi,10.7910,/,Harvard Dataverse,2016-05-26,s3://10.7910/DVN/NBTRGA,dataset
dataset,2829686,,DVN/TGKZ2T,https://doi.org/10.7910/DVN/TGKZ2T,doi,10.7910,/,Harvard Dataverse,2016-05-18,s3://10.7910/DVN/TGKZ2T,dataset
dataset,2836406,,DVN/XFHBPO,https://doi.org/10.7910/DVN/XFHBPO,doi,10.7910,/,Harvard Dataverse,2016-05-26,s3://10.7910/DVN/XFHBPO,dataset
dataset,2839516,,DVN/EXVUEA,https://doi.org/10.7910/DVN/EXVUEA,doi,10.7910,/,Harvard Dataverse,2016-06-06,s3://10.7910/DVN/EXVUEA,dataset
dataset,2841388,,DVN/CEAAAT,https://doi.org/10.7910/DVN/CEAAAT,doi,10.7910,/,Harvard Dataverse,2016-06-16,s3://10.7910/DVN/CEAAAT,dataset
dataset,2848223,,DVN/SING1G,https://doi.org/10.7910/DVN/SING1G,doi,10.7910,/,Harvard Dataverse,2016-06-30,s3://10.7910/DVN/SING1G,dataset
dataset,2851414,,DVN/NW4LIO,https://doi.org/10.7910/DVN/NW4LIO,doi,10.7910,/,Harvard Dataverse,2016-07-11,s3://10.7910/DVN/NW4LIO,dataset
dataset,2851666,,DVN/UYUZYA,https://doi.org/10.7910/DVN/UYUZYA,doi,10.7910,/,Harvard Dataverse,2016-07-13,s3://10.7910/DVN/UYUZYA,dataset
dataset,2853238,,DVN/QGEQCQ,https://doi.org/10.7910/DVN/QGEQCQ,doi,10.7910,/,Harvard Dataverse,2016-11-07,s3://10.7910/DVN/QGEQCQ,dataset
dataset,2862402,,DVN/DIIQF7,https://doi.org/10.7910/DVN/DIIQF7,doi,10.7910,/,Harvard Dataverse,2016-08-02,s3://10.7910/DVN/DIIQF7,dataset
dataset,2865305,,DVN/EDEJND,https://doi.org/10.7910/DVN/EDEJND,doi,10.7910,/,Harvard Dataverse,2018-03-23,s3://10.7910/DVN/EDEJND,dataset
dataset,2865471,,DVN/SCN9LA,https://doi.org/10.7910/DVN/SCN9LA,doi,10.7910,/,Harvard Dataverse,2016-11-16,s3://10.7910/DVN/SCN9LA,dataset
dataset,2886123,,DVN/G7EOGT,https://doi.org/10.7910/DVN/G7EOGT,doi,10.7910,/,Harvard Dataverse,2018-03-23,s3://10.7910/DVN/G7EOGT,dataset
dataset,2887406,,DVN/BP5G4Q,https://doi.org/10.7910/DVN/BP5G4Q,doi,10.7910,/,Harvard Dataverse,2016-09-25,s3://10.7910/DVN/BP5G4Q,dataset
dataset,2887441,,DVN/ERNXOP,https://doi.org/10.7910/DVN/ERNXOP,doi,10.7910,/,Harvard Dataverse,2016-09-26,s3://10.7910/DVN/ERNXOP,dataset
dataset,2902783,,DVN/5VJF4S,https://doi.org/10.7910/DVN/5VJF4S,doi,10.7910,/,Harvard Dataverse,2016-10-14,s3://10.7910/DVN/5VJF4S,dataset
dataset,2908476,,DVN/T5FLOH,https://doi.org/10.7910/DVN/T5FLOH,doi,10.7910,/,Harvard Dataverse,2016-10-26,s3://10.7910/DVN/T5FLOH,dataset
dataset,2962621,,DVN/MBAVJW,https://doi.org/10.7910/DVN/MBAVJW,doi,10.7910,/,Harvard Dataverse,2016-12-03,s3://10.7910/DVN/MBAVJW,dataset
dataset,2963367,,DVN/P9SUH8,https://doi.org/10.7910/DVN/P9SUH8,doi,10.7910,/,Harvard Dataverse,2016-12-08,s3://10.7910/DVN/P9SUH8,dataset
dataset,2968461,,DVN/XCLNIE,https://doi.org/10.7910/DVN/XCLNIE,doi,10.7910,/,Harvard Dataverse,2018-03-23,s3://10.7910/DVN/XCLNIE,dataset
dataset,2969994,,DVN/AHUIEC,https://doi.org/10.7910/DVN/AHUIEC,doi,10.7910,/,Harvard Dataverse,2018-03-23,s3://10.7910/DVN/AHUIEC,dataset
dataset,2970234,,DVN/HRUGSI,https://doi.org/10.7910/DVN/HRUGSI,doi,10.7910,/,Harvard Dataverse,2017-01-12,s3://10.7910/DVN/HRUGSI,dataset
dataset,2970342,,DVN/SGKPSH,https://doi.org/10.7910/DVN/SGKPSH,doi,10.7910,/,Harvard Dataverse,2017-01-13,s3://10.7910/DVN/SGKPSH,dataset
dataset,2972351,,DVN/BEQRZC,https://doi.org/10.7910/DVN/BEQRZC,doi,10.7910,/,Harvard Dataverse,2017-01-31,s3://10.7910/DVN/BEQRZC,dataset
dataset,2995464,,DVN/4JXJWI,https://doi.org/10.7910/DVN/4JXJWI,doi,10.7910,/,Harvard Dataverse,2017-02-26,s3://10.7910/DVN/4JXJWI,dataset
dataset,3000457,,DVN/LD9STS,https://doi.org/10.7910/DVN/LD9STS,doi,10.7910,/,Harvard Dataverse,2017-02-21,s3://10.7910/DVN/LD9STS,dataset
dataset,3001073,,DVN/NM7VK7,https://doi.org/10.7910/DVN/NM7VK7,doi,10.7910,/,Harvard Dataverse,2017-02-21,s3://dvn-cloud:10.7910/DVN/NM7VK7,dataset
dataset,3004315,,DVN/UYUU9G,https://doi.org/10.7910/DVN/UYUU9G,doi,10.7910,/,Harvard Dataverse,2017-03-02,s3://10.7910/DVN/UYUU9G,dataset
dataset,3009761,,DVN/DY1282,https://doi.org/10.7910/DVN/DY1282,doi,10.7910,/,Harvard Dataverse,2017-03-30,s3://10.7910/DVN/DY1282,dataset
dataset,3013046,,DVN/9DAQH4,https://doi.org/10.7910/DVN/9DAQH4,doi,10.7910,/,Harvard Dataverse,2017-04-18,s3://10.7910/DVN/9DAQH4,dataset
dataset,3014451,,DVN/6IRW0N,https://doi.org/10.7910/DVN/6IRW0N,doi,10.7910,/,Harvard Dataverse,2018-03-23,s3://10.7910/DVN/6IRW0N,dataset
dataset,3014633,,DVN/2ZEVWT,https://doi.org/10.7910/DVN/2ZEVWT,doi,10.7910,/,Harvard Dataverse,2018-01-24,s3://10.7910/DVN/2ZEVWT,dataset
dataset,3017091,,DVN/HZBYG7,https://doi.org/10.7910/DVN/HZBYG7,doi,10.7910,/,Harvard Dataverse,2017-05-08,s3://10.7910/DVN/HZBYG7,dataset
dataset,3018240,,DVN/VXVBNI,https://doi.org/10.7910/DVN/VXVBNI,doi,10.7910,/,Harvard Dataverse,2017-05-17,s3://10.7910/DVN/VXVBNI,dataset
dataset,3019112,,DVN/YQNLWF,https://doi.org/10.7910/DVN/YQNLWF,doi,10.7910,/,Harvard Dataverse,2017-05-21,s3://dvn-cloud:10.7910/DVN/YQNLWF,dataset
dataset,3020248,,DVN/XZJP2J,https://doi.org/10.7910/DVN/XZJP2J,doi,10.7910,/,Harvard Dataverse,2017-05-27,s3://10.7910/DVN/XZJP2J,dataset
dataset,3021537,,DVN/NPQ3FB,https://doi.org/10.7910/DVN/NPQ3FB,doi,10.7910,/,Harvard Dataverse,2017-05-31,s3://10.7910/DVN/NPQ3FB,dataset
dataset,3021638,,DVN/WYTRZC,https://doi.org/10.7910/DVN/WYTRZC,doi,10.7910,/,Harvard Dataverse,2017-06-01,s3://10.7910/DVN/WYTRZC,dataset
dataset,3023059,,DVN/B3YH3T,https://doi.org/10.7910/DVN/B3YH3T,doi,10.7910,/,Harvard Dataverse,2017-06-06,s3://10.7910/DVN/B3YH3T,dataset
dataset,3027892,,DVN/WSUHI3,https://doi.org/10.7910/DVN/WSUHI3,doi,10.7910,/,Harvard Dataverse,2017-06-16,s3://10.7910/DVN/WSUHI3,dataset
dataset,3028703,,DVN/LK5ARP,https://doi.org/10.7910/DVN/LK5ARP,doi,10.7910,/,Harvard Dataverse,2017-06-28,s3://10.7910/DVN/LK5ARP,dataset
dataset,3032394,,DVN/GUAY8P,https://doi.org/10.7910/DVN/GUAY8P,doi,10.7910,/,Harvard Dataverse,2017-06-30,s3://10.7910/DVN/GUAY8P,dataset
dataset,3033693,,DVN/CQNETA,https://doi.org/10.7910/DVN/CQNETA,doi,10.7910,/,Harvard Dataverse,2017-08-11,s3://10.7910/DVN/CQNETA,dataset
dataset,3036270,,DVN/LTJIDX,https://doi.org/10.7910/DVN/LTJIDX,doi,10.7910,/,Harvard Dataverse,2017-07-14,s3://10.7910/DVN/LTJIDX,dataset
dataset,3036329,,DVN/OBGAHG,https://doi.org/10.7910/DVN/OBGAHG,doi,10.7910,/,Harvard Dataverse,2017-07-24,s3://10.7910/DVN/OBGAHG,dataset
dataset,3037568,,DVN/QZVK4B,https://doi.org/10.7910/DVN/QZVK4B,doi,10.7910,/,Harvard Dataverse,2017-07-22,s3://10.7910/DVN/QZVK4B,dataset
dataset,3042438,,DVN/WKQTNZ,https://doi.org/10.7910/DVN/WKQTNZ,doi,10.7910,/,Harvard Dataverse,2017-08-08,s3://10.7910/DVN/WKQTNZ,dataset
dataset,3050347,,DVN/CTAY6U,https://doi.org/10.7910/DVN/CTAY6U,doi,10.7910,/,Harvard Dataverse,2018-02-22,s3://10.7910/DVN/CTAY6U,dataset
dataset,3050357,,DVN/WP7ETR,https://doi.org/10.7910/DVN/WP7ETR,doi,10.7910,/,Harvard Dataverse,2017-08-31,s3://dvn-cloud:10.7910/DVN/WP7ETR,dataset
dataset,3051090,,DVN/KGUTGA,https://doi.org/10.7910/DVN/KGUTGA,doi,10.7910,/,Harvard Dataverse,2017-09-08,s3://10.7910/DVN/KGUTGA,dataset
dataset,3054215,,DVN/3IHOLN,https://doi.org/10.7910/DVN/3IHOLN,doi,10.7910,/,Harvard Dataverse,2017-09-26,s3://10.7910/DVN/3IHOLN,dataset
dataset,3055452,,DVN/7EGFAM,https://doi.org/10.7910/DVN/7EGFAM,doi,10.7910,/,Harvard Dataverse,2017-10-02,s3://10.7910/DVN/7EGFAM,dataset
dataset,3055879,,DVN/C3RSF5,https://doi.org/10.7910/DVN/C3RSF5,doi,10.7910,/,Harvard Dataverse,2017-10-05,s3://10.7910/DVN/C3RSF5,dataset
dataset,3061618,,DVN/RRBQAU,https://doi.org/10.7910/DVN/RRBQAU,doi,10.7910,/,Harvard Dataverse,2017-10-23,s3://10.7910/DVN/RRBQAU,dataset
dataset,3072498,,DVN/6HALRE,https://doi.org/10.7910/DVN/6HALRE,doi,10.7910,/,Harvard Dataverse,2018-03-23,s3://10.7910/DVN/6HALRE,dataset
dataset,3084985,,DVN/SUS2KV,https://doi.org/10.7910/DVN/SUS2KV,doi,10.7910,/,Harvard Dataverse,2017-12-07,s3://10.7910/DVN/SUS2KV,dataset
dataset,3086997,,DVN/ISJPJN,https://doi.org/10.7910/DVN/ISJPJN,doi,10.7910,/,Harvard Dataverse,2018-03-23,s3://10.7910/DVN/ISJPJN,dataset
dataset,3088328,,DVN/SHADUV,https://doi.org/10.7910/DVN/SHADUV,doi,10.7910,/,Harvard Dataverse,2017-12-09,s3://10.7910/DVN/SHADUV,dataset
dataset,3093006,,DVN/AGRX5U,https://doi.org/10.7910/DVN/AGRX5U,doi,10.7910,/,Harvard Dataverse,2017-12-28,s3://10.7910/DVN/AGRX5U,dataset
dataset,3095014,,DVN/OUAYYH,https://doi.org/10.7910/DVN/OUAYYH,doi,10.7910,/,Harvard Dataverse,2018-01-02,s3://10.7910/DVN/OUAYYH,dataset
dataset,3096608,,DVN/BMTO0R,https://doi.org/10.7910/DVN/BMTO0R,doi,10.7910,/,Harvard Dataverse,2018-01-03,s3://10.7910/DVN/BMTO0R,dataset
dataset,3108921,,DVN/XTJRQN,https://doi.org/10.7910/DVN/XTJRQN,doi,10.7910,/,Harvard Dataverse,2018-01-26,s3://10.7910/DVN/XTJRQN,dataset
dataset,3121269,,DVN/59F366,https://doi.org/10.7910/DVN/59F366,doi,10.7910,/,Harvard Dataverse,2018-02-13,s3://10.7910/DVN/59F366,dataset
dataset,3122671,,DVN/MT7XU0,https://doi.org/10.7910/DVN/MT7XU0,doi,10.7910,/,Harvard Dataverse,2018-02-07,s3://10.7910/DVN/MT7XU0,dataset
dataset,3124059,,DVN/HMYNRV,https://doi.org/10.7910/DVN/HMYNRV,doi,10.7910,/,Harvard Dataverse,2018-02-12,file,dataset
dataset,3126630,,DVN/E4I6ZV,https://doi.org/10.7910/DVN/E4I6ZV,doi,10.7910,/,Harvard Dataverse,2018-03-23,s3://10.7910/DVN/E4I6ZV,dataset
dataset,3129862,,DVN/PVIGW1,https://doi.org/10.7910/DVN/PVIGW1,doi,10.7910,/,Harvard Dataverse,2018-03-02,s3://10.7910/DVN/PVIGW1,dataset
dataset,3135386,,DVN/U23L09,https://doi.org/10.7910/DVN/U23L09,doi,10.7910,/,Harvard Dataverse,2018-03-19,s3://10.7910/DVN/U23L09,dataset
dataset,3135601,,DVN/H6DWAO,https://doi.org/10.7910/DVN/H6DWAO,doi,10.7910,/,Harvard Dataverse,2018-03-23,s3://10.7910/DVN/H6DWAO,dataset
dataset,3138852,,DVN/CORRXG,https://doi.org/10.7910/DVN/CORRXG,doi,10.7910,/,Harvard Dataverse,2018-04-02,s3://10.7910/DVN/CORRXG,dataset
dataset,3142518,,DVN/AJYEDA,https://doi.org/10.7910/DVN/AJYEDA,doi,10.7910,/,Harvard Dataverse,2018-04-14,s3://10.7910/DVN/AJYEDA,dataset
dataset,3143646,,DVN/OXZXUB,https://doi.org/10.7910/DVN/OXZXUB,doi,10.7910,/,Harvard Dataverse,2018-04-16,s3://10.7910/DVN/OXZXUB,dataset
dataset,3144024,,DVN/RYJK3W,https://doi.org/10.7910/DVN/RYJK3W,doi,10.7910,/,Harvard Dataverse,2018-06-27,s3://10.7910/DVN/RYJK3W,dataset
dataset,3146634,,DVN/IZKZET,https://doi.org/10.7910/DVN/IZKZET,doi,10.7910,/,Harvard Dataverse,2018-04-23,s3://10.7910/DVN/IZKZET,dataset
dataset,3148646,,DVN/UX39M4,https://doi.org/10.7910/DVN/UX39M4,doi,10.7910,/,Harvard Dataverse,2018-04-30,s3://10.7910/DVN/UX39M4,dataset
dataset,3151952,,DVN/92ELXT,https://doi.org/10.7910/DVN/92ELXT,doi,10.7910,/,Harvard Dataverse,2018-05-08,s3://10.7910/DVN/92ELXT,dataset
dataset,3151957,,DVN/QHMXAQ,https://doi.org/10.7910/DVN/QHMXAQ,doi,10.7910,/,Harvard Dataverse,2018-05-08,s3://10.7910/DVN/QHMXAQ,dataset
dataset,3154016,,DVN/URJM7O,https://doi.org/10.7910/DVN/URJM7O,doi,10.7910,/,Harvard Dataverse,2018-05-15,s3://10.7910/DVN/URJM7O,dataset
dataset,3154276,,DVN/TKORD8,https://doi.org/10.7910/DVN/TKORD8,doi,10.7910,/,Harvard Dataverse,2018-05-28,s3://10.7910/DVN/TKORD8,dataset
dataset,3156791,,DVN/IJEWYV,https://doi.org/10.7910/DVN/IJEWYV,doi,10.7910,/,Harvard Dataverse,2018-05-24,s3://10.7910/DVN/IJEWYV,dataset
dataset,3160200,,DVN/LAYMOS,https://doi.org/10.7910/DVN/LAYMOS,doi,10.7910,/,Harvard Dataverse,2018-06-27,s3://10.7910/DVN/LAYMOS,dataset
